score_col	pfes_value	p_case	p_control
PFES	-18.463982	0.0	0.999976
PFES	-18.459736	0.0	0.999976
PFES	-18.45549	0.0	0.999976
PFES	-18.451243	0.0	0.999976
PFES	-18.446997	0.0	0.999975
PFES	-18.44275	0.0	0.999975
PFES	-18.438504	0.0	0.999975
PFES	-18.434257	0.0	0.999975
PFES	-18.430011	0.0	0.999975
PFES	-18.425765	0.0	0.999974
PFES	-18.421518	0.0	0.999974
PFES	-18.417272	0.0	0.999974
PFES	-18.413025	0.0	0.999974
PFES	-18.408779	0.0	0.999974
PFES	-18.404532	0.0	0.999973
PFES	-18.400286	0.0	0.999973
PFES	-18.39604	0.0	0.999973
PFES	-18.391793	0.0	0.999973
PFES	-18.387547	0.0	0.999973
PFES	-18.3833	0.0	0.999972
PFES	-18.379054	0.0	0.999972
PFES	-18.374807	0.0	0.999972
PFES	-18.370561	0.0	0.999972
PFES	-18.366315	0.0	0.999971
PFES	-18.362068	0.0	0.999971
PFES	-18.357822	0.0	0.999971
PFES	-18.353575	0.0	0.999971
PFES	-18.349329	0.0	0.999971
PFES	-18.345083	0.0	0.99997
PFES	-18.340836	0.0	0.99997
PFES	-18.33659	0.0	0.99997
PFES	-18.332343	0.0	0.99997
PFES	-18.328097	0.0	0.999969
PFES	-18.32385	0.0	0.999969
PFES	-18.319604	0.0	0.999969
PFES	-18.315358	0.0	0.999969
PFES	-18.311111	0.0	0.999969
PFES	-18.306865	0.0	0.999968
PFES	-18.302618	0.0	0.999968
PFES	-18.298372	0.0	0.999968
PFES	-18.294125	0.0	0.999968
PFES	-18.289879	0.0	0.999967
PFES	-18.285633	0.0	0.999967
PFES	-18.281386	0.0	0.999967
PFES	-18.27714	0.0	0.999967
PFES	-18.272893	0.0	0.999966
PFES	-18.268647	0.0	0.999966
PFES	-18.2644	0.0	0.999966
PFES	-18.260154	0.0	0.999966
PFES	-18.255908	0.0	0.999965
PFES	-18.251661	0.0	0.999965
PFES	-18.247415	0.0	0.999965
PFES	-18.243168	0.0	0.999965
PFES	-18.238922	0.0	0.999965
PFES	-18.234675	0.0	0.999964
PFES	-18.230429	0.0	0.999964
PFES	-18.226183	0.0	0.999964
PFES	-18.221936	0.0	0.999964
PFES	-18.21769	0.0	0.999963
PFES	-18.213443	0.0	0.999963
PFES	-18.209197	0.0	0.999963
PFES	-18.20495	0.0	0.999963
PFES	-18.200704	0.0	0.999962
PFES	-18.196458	0.0	0.999962
PFES	-18.192211	0.0	0.999962
PFES	-18.187965	0.0	0.999962
PFES	-18.183718	0.0	0.999961
PFES	-18.179472	0.0	0.999961
PFES	-18.175226	0.0	0.999961
PFES	-18.170979	0.0	0.999961
PFES	-18.166733	0.0	0.99996
PFES	-18.162486	0.0	0.99996
PFES	-18.15824	0.0	0.99996
PFES	-18.153993	0.0	0.999959
PFES	-18.149747	0.0	0.999959
PFES	-18.145501	0.0	0.999959
PFES	-18.141254	0.0	0.999959
PFES	-18.137008	0.0	0.999958
PFES	-18.132761	0.0	0.999958
PFES	-18.128515	0.0	0.999958
PFES	-18.124268	0.0	0.999958
PFES	-18.120022	0.0	0.999957
PFES	-18.115776	0.0	0.999957
PFES	-18.111529	0.0	0.999957
PFES	-18.107283	0.0	0.999957
PFES	-18.103036	0.0	0.999956
PFES	-18.09879	0.0	0.999956
PFES	-18.094543	0.0	0.999956
PFES	-18.090297	0.0	0.999956
PFES	-18.086051	0.0	0.999955
PFES	-18.081804	0.0	0.999955
PFES	-18.077558	0.0	0.999955
PFES	-18.073311	0.0	0.999954
PFES	-18.069065	0.0	0.999954
PFES	-18.064818	0.0	0.999954
PFES	-18.060572	0.0	0.999954
PFES	-18.056326	0.0	0.999953
PFES	-18.052079	0.0	0.999953
PFES	-18.047833	0.0	0.999953
PFES	-18.043586	0.0	0.999953
PFES	-18.03934	0.0	0.999952
PFES	-18.035094	0.0	0.999952
PFES	-18.030847	0.0	0.999952
PFES	-18.026601	0.0	0.999952
PFES	-18.022354	0.0	0.999951
PFES	-18.018108	0.0	0.999951
PFES	-18.013861	0.0	0.999951
PFES	-18.009615	0.0	0.99995
PFES	-18.005369	0.0	0.99995
PFES	-18.001122	0.0	0.99995
PFES	-17.996876	0.0	0.99995
PFES	-17.992629	0.0	0.999949
PFES	-17.988383	0.0	0.999949
PFES	-17.984136	0.0	0.999949
PFES	-17.97989	0.0	0.999949
PFES	-17.975644	0.0	0.999948
PFES	-17.971397	0.0	0.999948
PFES	-17.967151	0.0	0.999948
PFES	-17.962904	0.0	0.999947
PFES	-17.958658	0.0	0.999947
PFES	-17.954411	0.0	0.999947
PFES	-17.950165	0.0	0.999947
PFES	-17.945919	0.0	0.999946
PFES	-17.941672	0.0	0.999946
PFES	-17.937426	0.0	0.999946
PFES	-17.933179	0.0	0.999946
PFES	-17.928933	0.0	0.999945
PFES	-17.924686	0.0	0.999945
PFES	-17.92044	0.0	0.999945
PFES	-17.916194	0.0	0.999944
PFES	-17.911947	0.0	0.999944
PFES	-17.907701	0.0	0.999944
PFES	-17.903454	0.0	0.999944
PFES	-17.899208	0.0	0.999943
PFES	-17.894961	0.0	0.999943
PFES	-17.890715	0.0	0.999943
PFES	-17.886469	0.0	0.999943
PFES	-17.882222	0.0	0.999942
PFES	-17.877976	0.0	0.999942
PFES	-17.873729	0.0	0.999942
PFES	-17.869483	0.0	0.999941
PFES	-17.865237	0.0	0.999941
PFES	-17.86099	0.0	0.999941
PFES	-17.856744	0.0	0.999941
PFES	-17.852497	0.0	0.99994
PFES	-17.848251	0.0	0.99994
PFES	-17.844004	0.0	0.99994
PFES	-17.839758	0.0	0.99994
PFES	-17.835512	0.0	0.999939
PFES	-17.831265	0.0	0.999939
PFES	-17.827019	0.0	0.999939
PFES	-17.822772	0.0	0.999938
PFES	-17.818526	0.0	0.999938
PFES	-17.814279	0.0	0.999938
PFES	-17.810033	0.0	0.999938
PFES	-17.805787	0.0	0.999937
PFES	-17.80154	0.0	0.999937
PFES	-17.797294	0.0	0.999937
PFES	-17.793047	0.0	0.999937
PFES	-17.788801	0.0	0.999936
PFES	-17.784554	0.0	0.999936
PFES	-17.780308	0.0	0.999936
PFES	-17.776062	0.0	0.999936
PFES	-17.771815	0.0	0.999935
PFES	-17.767569	0.0	0.999935
PFES	-17.763322	0.0	0.999935
PFES	-17.759076	0.0	0.999934
PFES	-17.754829	0.0	0.999934
PFES	-17.750583	0.0	0.999934
PFES	-17.746337	0.0	0.999934
PFES	-17.74209	0.0	0.999933
PFES	-17.737844	0.0	0.999933
PFES	-17.733597	0.0	0.999933
PFES	-17.729351	0.0	0.999933
PFES	-17.725105	0.0	0.999932
PFES	-17.720858	0.0	0.999932
PFES	-17.716612	0.0	0.999932
PFES	-17.712365	0.0	0.999932
PFES	-17.708119	0.0	0.999931
PFES	-17.703872	0.0	0.999931
PFES	-17.699626	0.0	0.999931
PFES	-17.69538	0.0	0.999931
PFES	-17.691133	0.0	0.99993
PFES	-17.686887	0.0	0.99993
PFES	-17.68264	0.0	0.99993
PFES	-17.678394	0.0	0.99993
PFES	-17.674147	0.0	0.999929
PFES	-17.669901	0.0	0.999929
PFES	-17.665655	0.0	0.999929
PFES	-17.661408	0.0	0.999929
PFES	-17.657162	0.0	0.999928
PFES	-17.652915	0.0	0.999928
PFES	-17.648669	0.0	0.999928
PFES	-17.644422	0.0	0.999928
PFES	-17.640176	0.0	0.999927
PFES	-17.63593	0.0	0.999927
PFES	-17.631683	0.0	0.999927
PFES	-17.627437	0.0	0.999927
PFES	-17.62319	0.0	0.999926
PFES	-17.618944	0.0	0.999926
PFES	-17.614697	0.0	0.999926
PFES	-17.610451	0.0	0.999926
PFES	-17.606205	0.0	0.999925
PFES	-17.601958	0.0	0.999925
PFES	-17.597712	0.0	0.999925
PFES	-17.593465	0.0	0.999925
PFES	-17.589219	0.0	0.999924
PFES	-17.584972	0.0	0.999924
PFES	-17.580726	0.0	0.999924
PFES	-17.57648	0.0	0.999924
PFES	-17.572233	0.0	0.999923
PFES	-17.567987	0.0	0.999923
PFES	-17.56374	0.0	0.999923
PFES	-17.559494	0.0	0.999923
PFES	-17.555248	0.0	0.999922
PFES	-17.551001	0.0	0.999922
PFES	-17.546755	0.0	0.999922
PFES	-17.542508	0.0	0.999922
PFES	-17.538262	0.0	0.999921
PFES	-17.534015	0.0	0.999921
PFES	-17.529769	0.0	0.999921
PFES	-17.525523	0.0	0.999921
PFES	-17.521276	0.0	0.999921
PFES	-17.51703	0.0	0.99992
PFES	-17.512783	0.0	0.99992
PFES	-17.508537	0.0	0.99992
PFES	-17.50429	0.0	0.99992
PFES	-17.500044	0.0	0.999919
PFES	-17.495798	0.0	0.999919
PFES	-17.491551	0.0	0.999919
PFES	-17.487305	0.0	0.999919
PFES	-17.483058	0.0	0.999918
PFES	-17.478812	0.0	0.999918
PFES	-17.474565	0.0	0.999918
PFES	-17.470319	0.0	0.999918
PFES	-17.466073	0.0	0.999918
PFES	-17.461826	0.0	0.999917
PFES	-17.45758	0.0	0.999917
PFES	-17.453333	0.0	0.999917
PFES	-17.449087	0.0	0.999917
PFES	-17.44484	0.0	0.999916
PFES	-17.440594	0.0	0.999916
PFES	-17.436348	0.0	0.999916
PFES	-17.432101	0.0	0.999916
PFES	-17.427855	0.0	0.999916
PFES	-17.423608	0.0	0.999915
PFES	-17.419362	0.0	0.999915
PFES	-17.415116	0.0	0.999915
PFES	-17.410869	0.0	0.999915
PFES	-17.406623	0.0	0.999914
PFES	-17.402376	0.0	0.999914
PFES	-17.39813	0.0	0.999914
PFES	-17.393883	0.0	0.999914
PFES	-17.389637	0.0	0.999914
PFES	-17.385391	0.0	0.999913
PFES	-17.381144	0.0	0.999913
PFES	-17.376898	0.0	0.999913
PFES	-17.372651	0.0	0.999913
PFES	-17.368405	0.0	0.999913
PFES	-17.364158	0.0	0.999912
PFES	-17.359912	0.0	0.999912
PFES	-17.355666	0.0	0.999912
PFES	-17.351419	0.0	0.999912
PFES	-17.347173	0.0	0.999911
PFES	-17.342926	0.0	0.999911
PFES	-17.33868	0.0	0.999911
PFES	-17.334433	0.0	0.999911
PFES	-17.330187	0.0	0.999911
PFES	-17.325941	0.0	0.99991
PFES	-17.321694	0.0	0.99991
PFES	-17.317448	0.0	0.99991
PFES	-17.313201	0.0	0.99991
PFES	-17.308955	0.0	0.99991
PFES	-17.304708	0.0	0.999909
PFES	-17.300462	0.0	0.999909
PFES	-17.296216	0.0	0.999909
PFES	-17.291969	0.0	0.999909
PFES	-17.287723	0.0	0.999909
PFES	-17.283476	0.0	0.999908
PFES	-17.27923	0.0	0.999908
PFES	-17.274983	0.0	0.999908
PFES	-17.270737	0.0	0.999908
PFES	-17.266491	0.0	0.999908
PFES	-17.262244	0.0	0.999907
PFES	-17.257998	0.0	0.999907
PFES	-17.253751	0.0	0.999907
PFES	-17.249505	0.0	0.999907
PFES	-17.245259	0.0	0.999906
PFES	-17.241012	0.0	0.999906
PFES	-17.236766	0.0	0.999906
PFES	-17.232519	0.0	0.999906
PFES	-17.228273	0.0	0.999906
PFES	-17.224026	0.0	0.999905
PFES	-17.21978	0.0	0.999905
PFES	-17.215534	0.0	0.999905
PFES	-17.211287	0.0	0.999905
PFES	-17.207041	0.0	0.999905
PFES	-17.202794	0.0	0.999904
PFES	-17.198548	0.0	0.999904
PFES	-17.194301	0.0	0.999904
PFES	-17.190055	0.0	0.999904
PFES	-17.185809	0.0	0.999904
PFES	-17.181562	0.0	0.999903
PFES	-17.177316	0.0	0.999903
PFES	-17.173069	0.0	0.999903
PFES	-17.168823	0.0	0.999903
PFES	-17.164576	0.0	0.999903
PFES	-17.16033	0.0	0.999902
PFES	-17.156084	0.0	0.999902
PFES	-17.151837	0.0	0.999902
PFES	-17.147591	0.0	0.999902
PFES	-17.143344	0.0	0.999902
PFES	-17.139098	0.0	0.999901
PFES	-17.134851	0.0	0.999901
PFES	-17.130605	0.0	0.999901
PFES	-17.126359	0.0	0.999901
PFES	-17.122112	0.0	0.9999
PFES	-17.117866	0.0	0.9999
PFES	-17.113619	0.0	0.9999
PFES	-17.109373	0.0	0.9999
PFES	-17.105127	0.0	0.9999
PFES	-17.10088	0.0	0.999899
PFES	-17.096634	0.0	0.999899
PFES	-17.092387	0.0	0.999899
PFES	-17.088141	0.0	0.999899
PFES	-17.083894	0.0	0.999899
PFES	-17.079648	0.0	0.999898
PFES	-17.075402	0.0	0.999898
PFES	-17.071155	0.0	0.999898
PFES	-17.066909	0.0	0.999898
PFES	-17.062662	0.0	0.999897
PFES	-17.058416	0.0	0.999897
PFES	-17.054169	0.0	0.999897
PFES	-17.049923	0.0	0.999897
PFES	-17.045677	0.0	0.999897
PFES	-17.04143	0.0	0.999896
PFES	-17.037184	0.0	0.999896
PFES	-17.032937	0.0	0.999896
PFES	-17.028691	0.0	0.999896
PFES	-17.024444	0.0	0.999895
PFES	-17.020198	0.0	0.999895
PFES	-17.015952	0.0	0.999895
PFES	-17.011705	0.0	0.999895
PFES	-17.007459	0.0	0.999895
PFES	-17.003212	0.0	0.999894
PFES	-16.998966	0.0	0.999894
PFES	-16.994719	0.0	0.999894
PFES	-16.990473	0.0	0.999894
PFES	-16.986227	0.0	0.999893
PFES	-16.98198	0.0	0.999893
PFES	-16.977734	0.0	0.999893
PFES	-16.973487	0.0	0.999893
PFES	-16.969241	0.0	0.999892
PFES	-16.964994	0.0	0.999892
PFES	-16.960748	0.0	0.999892
PFES	-16.956502	0.0	0.999892
PFES	-16.952255	0.0	0.999891
PFES	-16.948009	0.0	0.999891
PFES	-16.943762	0.0	0.999891
PFES	-16.939516	0.0	0.999891
PFES	-16.93527	0.0	0.99989
PFES	-16.931023	0.0	0.99989
PFES	-16.926777	0.0	0.99989
PFES	-16.92253	0.0	0.99989
PFES	-16.918284	0.0	0.999889
PFES	-16.914037	0.0	0.999889
PFES	-16.909791	0.0	0.999889
PFES	-16.905545	0.0	0.999889
PFES	-16.901298	0.0	0.999888
PFES	-16.897052	0.0	0.999888
PFES	-16.892805	0.0	0.999888
PFES	-16.888559	0.0	0.999888
PFES	-16.884312	0.0	0.999887
PFES	-16.880066	0.0	0.999887
PFES	-16.87582	0.0	0.999887
PFES	-16.871573	0.0	0.999887
PFES	-16.867327	0.0	0.999886
PFES	-16.86308	0.0	0.999886
PFES	-16.858834	0.0	0.999886
PFES	-16.854587	0.0	0.999885
PFES	-16.850341	0.0	0.999885
PFES	-16.846095	0.0	0.999885
PFES	-16.841848	0.0	0.999885
PFES	-16.837602	0.0	0.999884
PFES	-16.833355	0.0	0.999884
PFES	-16.829109	0.0	0.999884
PFES	-16.824862	0.0	0.999884
PFES	-16.820616	0.0	0.999883
PFES	-16.81637	0.0	0.999883
PFES	-16.812123	0.0	0.999883
PFES	-16.807877	0.0	0.999882
PFES	-16.80363	0.0	0.999882
PFES	-16.799384	0.0	0.999882
PFES	-16.795138	0.0	0.999881
PFES	-16.790891	0.0	0.999881
PFES	-16.786645	0.0	0.999881
PFES	-16.782398	0.0	0.999881
PFES	-16.778152	0.0	0.99988
PFES	-16.773905	0.0	0.99988
PFES	-16.769659	0.0	0.99988
PFES	-16.765413	0.0	0.999879
PFES	-16.761166	0.0	0.999879
PFES	-16.75692	0.0	0.999879
PFES	-16.752673	0.0	0.999878
PFES	-16.748427	0.0	0.999878
PFES	-16.74418	0.0	0.999878
PFES	-16.739934	0.0	0.999877
PFES	-16.735688	0.0	0.999877
PFES	-16.731441	0.0	0.999877
PFES	-16.727195	0.0	0.999876
PFES	-16.722948	0.0	0.999876
PFES	-16.718702	0.0	0.999876
PFES	-16.714455	0.0	0.999875
PFES	-16.710209	0.0	0.999875
PFES	-16.705963	0.0	0.999875
PFES	-16.701716	0.0	0.999874
PFES	-16.69747	0.0	0.999874
PFES	-16.693223	0.0	0.999874
PFES	-16.688977	0.0	0.999873
PFES	-16.68473	0.0	0.999873
PFES	-16.680484	0.0	0.999872
PFES	-16.676238	0.0	0.999872
PFES	-16.671991	0.0	0.999872
PFES	-16.667745	0.0	0.999871
PFES	-16.663498	0.0	0.999871
PFES	-16.659252	0.0	0.999871
PFES	-16.655006	0.0	0.99987
PFES	-16.650759	0.0	0.99987
PFES	-16.646513	0.0	0.999869
PFES	-16.642266	0.0	0.999869
PFES	-16.63802	0.0	0.999869
PFES	-16.633773	0.0	0.999868
PFES	-16.629527	0.0	0.999868
PFES	-16.625281	0.0	0.999867
PFES	-16.621034	0.0	0.999867
PFES	-16.616788	0.0	0.999867
PFES	-16.612541	0.0	0.999866
PFES	-16.608295	0.0	0.999866
PFES	-16.604048	0.0	0.999865
PFES	-16.599802	0.0	0.999865
PFES	-16.595556	0.0	0.999865
PFES	-16.591309	0.0	0.999864
PFES	-16.587063	0.0	0.999864
PFES	-16.582816	0.0	0.999863
PFES	-16.57857	0.0	0.999863
PFES	-16.574323	0.0	0.999862
PFES	-16.570077	0.0	0.999862
PFES	-16.565831	0.0	0.999862
PFES	-16.561584	0.0	0.999861
PFES	-16.557338	0.0	0.999861
PFES	-16.553091	0.0	0.99986
PFES	-16.548845	0.0	0.99986
PFES	-16.544598	0.0	0.999859
PFES	-16.540352	0.0	0.999859
PFES	-16.536106	0.0	0.999858
PFES	-16.531859	0.0	0.999858
PFES	-16.527613	0.0	0.999857
PFES	-16.523366	0.0	0.999857
PFES	-16.51912	0.0	0.999857
PFES	-16.514873	0.0	0.999856
PFES	-16.510627	0.0	0.999856
PFES	-16.506381	1e-06	0.999855
PFES	-16.502134	1e-06	0.999855
PFES	-16.497888	1e-06	0.999854
PFES	-16.493641	1e-06	0.999854
PFES	-16.489395	1e-06	0.999853
PFES	-16.485149	1e-06	0.999853
PFES	-16.480902	1e-06	0.999852
PFES	-16.476656	1e-06	0.999852
PFES	-16.472409	1e-06	0.999851
PFES	-16.468163	1e-06	0.999851
PFES	-16.463916	1e-06	0.99985
PFES	-16.45967	1e-06	0.99985
PFES	-16.455424	1e-06	0.999849
PFES	-16.451177	1e-06	0.999849
PFES	-16.446931	1e-06	0.999848
PFES	-16.442684	1e-06	0.999847
PFES	-16.438438	1e-06	0.999847
PFES	-16.434191	1e-06	0.999846
PFES	-16.429945	1e-06	0.999846
PFES	-16.425699	1e-06	0.999845
PFES	-16.421452	1e-06	0.999845
PFES	-16.417206	1e-06	0.999844
PFES	-16.412959	1e-06	0.999844
PFES	-16.408713	1e-06	0.999843
PFES	-16.404466	1e-06	0.999842
PFES	-16.40022	1e-06	0.999842
PFES	-16.395974	1e-06	0.999841
PFES	-16.391727	1e-06	0.999841
PFES	-16.387481	1e-06	0.99984
PFES	-16.383234	1e-06	0.99984
PFES	-16.378988	1e-06	0.999839
PFES	-16.374741	1e-06	0.999838
PFES	-16.370495	1e-06	0.999838
PFES	-16.366249	1e-06	0.999837
PFES	-16.362002	1e-06	0.999837
PFES	-16.357756	1e-06	0.999836
PFES	-16.353509	1e-06	0.999835
PFES	-16.349263	1e-06	0.999835
PFES	-16.345017	1e-06	0.999834
PFES	-16.34077	1e-06	0.999833
PFES	-16.336524	1e-06	0.999833
PFES	-16.332277	1e-06	0.999832
PFES	-16.328031	1e-06	0.999832
PFES	-16.323784	1e-06	0.999831
PFES	-16.319538	1e-06	0.99983
PFES	-16.315292	1e-06	0.99983
PFES	-16.311045	1e-06	0.999829
PFES	-16.306799	1e-06	0.999828
PFES	-16.302552	1e-06	0.999828
PFES	-16.298306	1e-06	0.999827
PFES	-16.294059	1e-06	0.999826
PFES	-16.289813	1e-06	0.999826
PFES	-16.285567	1e-06	0.999825
PFES	-16.28132	1e-06	0.999824
PFES	-16.277074	1e-06	0.999823
PFES	-16.272827	1e-06	0.999823
PFES	-16.268581	1e-06	0.999822
PFES	-16.264334	1e-06	0.999821
PFES	-16.260088	1e-06	0.999821
PFES	-16.255842	1e-06	0.99982
PFES	-16.251595	1e-06	0.999819
PFES	-16.247349	1e-06	0.999818
PFES	-16.243102	1e-06	0.999818
PFES	-16.238856	1e-06	0.999817
PFES	-16.234609	1e-06	0.999816
PFES	-16.230363	2e-06	0.999815
PFES	-16.226117	2e-06	0.999815
PFES	-16.22187	2e-06	0.999814
PFES	-16.217624	2e-06	0.999813
PFES	-16.213377	2e-06	0.999812
PFES	-16.209131	2e-06	0.999812
PFES	-16.204884	2e-06	0.999811
PFES	-16.200638	2e-06	0.99981
PFES	-16.196392	2e-06	0.999809
PFES	-16.192145	2e-06	0.999809
PFES	-16.187899	2e-06	0.999808
PFES	-16.183652	2e-06	0.999807
PFES	-16.179406	2e-06	0.999806
PFES	-16.17516	2e-06	0.999805
PFES	-16.170913	2e-06	0.999804
PFES	-16.166667	2e-06	0.999804
PFES	-16.16242	2e-06	0.999803
PFES	-16.158174	2e-06	0.999802
PFES	-16.153927	2e-06	0.999801
PFES	-16.149681	2e-06	0.9998
PFES	-16.145435	2e-06	0.999799
PFES	-16.141188	2e-06	0.999799
PFES	-16.136942	2e-06	0.999798
PFES	-16.132695	2e-06	0.999797
PFES	-16.128449	2e-06	0.999796
PFES	-16.124202	2e-06	0.999795
PFES	-16.119956	2e-06	0.999794
PFES	-16.11571	2e-06	0.999793
PFES	-16.111463	2e-06	0.999792
PFES	-16.107217	2e-06	0.999792
PFES	-16.10297	2e-06	0.999791
PFES	-16.098724	2e-06	0.99979
PFES	-16.094477	2e-06	0.999789
PFES	-16.090231	2e-06	0.999788
PFES	-16.085985	2e-06	0.999787
PFES	-16.081738	3e-06	0.999786
PFES	-16.077492	3e-06	0.999785
PFES	-16.073245	3e-06	0.999784
PFES	-16.068999	3e-06	0.999783
PFES	-16.064752	3e-06	0.999782
PFES	-16.060506	3e-06	0.999781
PFES	-16.05626	3e-06	0.99978
PFES	-16.052013	3e-06	0.999779
PFES	-16.047767	3e-06	0.999778
PFES	-16.04352	3e-06	0.999777
PFES	-16.039274	3e-06	0.999776
PFES	-16.035028	3e-06	0.999775
PFES	-16.030781	3e-06	0.999774
PFES	-16.026535	3e-06	0.999773
PFES	-16.022288	3e-06	0.999772
PFES	-16.018042	3e-06	0.999771
PFES	-16.013795	3e-06	0.99977
PFES	-16.009549	3e-06	0.999769
PFES	-16.005303	3e-06	0.999768
PFES	-16.001056	3e-06	0.999767
PFES	-15.99681	3e-06	0.999766
PFES	-15.992563	3e-06	0.999765
PFES	-15.988317	3e-06	0.999764
PFES	-15.98407	3e-06	0.999763
PFES	-15.979824	3e-06	0.999761
PFES	-15.975578	4e-06	0.99976
PFES	-15.971331	4e-06	0.999759
PFES	-15.967085	4e-06	0.999758
PFES	-15.962838	4e-06	0.999757
PFES	-15.958592	4e-06	0.999756
PFES	-15.954345	4e-06	0.999755
PFES	-15.950099	4e-06	0.999754
PFES	-15.945853	4e-06	0.999752
PFES	-15.941606	4e-06	0.999751
PFES	-15.93736	4e-06	0.99975
PFES	-15.933113	4e-06	0.999749
PFES	-15.928867	4e-06	0.999748
PFES	-15.92462	4e-06	0.999746
PFES	-15.920374	4e-06	0.999745
PFES	-15.916128	4e-06	0.999744
PFES	-15.911881	4e-06	0.999743
PFES	-15.907635	4e-06	0.999742
PFES	-15.903388	4e-06	0.99974
PFES	-15.899142	4e-06	0.999739
PFES	-15.894895	4e-06	0.999738
PFES	-15.890649	5e-06	0.999737
PFES	-15.886403	5e-06	0.999735
PFES	-15.882156	5e-06	0.999734
PFES	-15.87791	5e-06	0.999733
PFES	-15.873663	5e-06	0.999731
PFES	-15.869417	5e-06	0.99973
PFES	-15.865171	5e-06	0.999729
PFES	-15.860924	5e-06	0.999727
PFES	-15.856678	5e-06	0.999726
PFES	-15.852431	5e-06	0.999725
PFES	-15.848185	5e-06	0.999723
PFES	-15.843938	5e-06	0.999722
PFES	-15.839692	5e-06	0.999721
PFES	-15.835446	5e-06	0.999719
PFES	-15.831199	5e-06	0.999718
PFES	-15.826953	5e-06	0.999716
PFES	-15.822706	5e-06	0.999715
PFES	-15.81846	6e-06	0.999714
PFES	-15.814213	6e-06	0.999712
PFES	-15.809967	6e-06	0.999711
PFES	-15.805721	6e-06	0.999709
PFES	-15.801474	6e-06	0.999708
PFES	-15.797228	6e-06	0.999706
PFES	-15.792981	6e-06	0.999705
PFES	-15.788735	6e-06	0.999703
PFES	-15.784488	6e-06	0.999702
PFES	-15.780242	6e-06	0.9997
PFES	-15.775996	6e-06	0.999699
PFES	-15.771749	6e-06	0.999697
PFES	-15.767503	6e-06	0.999696
PFES	-15.763256	6e-06	0.999694
PFES	-15.75901	7e-06	0.999693
PFES	-15.754763	7e-06	0.999691
PFES	-15.750517	7e-06	0.999689
PFES	-15.746271	7e-06	0.999688
PFES	-15.742024	7e-06	0.999686
PFES	-15.737778	7e-06	0.999685
PFES	-15.733531	7e-06	0.999683
PFES	-15.729285	7e-06	0.999681
PFES	-15.725039	7e-06	0.99968
PFES	-15.720792	7e-06	0.999678
PFES	-15.716546	7e-06	0.999676
PFES	-15.712299	7e-06	0.999675
PFES	-15.708053	7e-06	0.999673
PFES	-15.703806	8e-06	0.999671
PFES	-15.69956	8e-06	0.999669
PFES	-15.695314	8e-06	0.999668
PFES	-15.691067	8e-06	0.999666
PFES	-15.686821	8e-06	0.999664
PFES	-15.682574	8e-06	0.999662
PFES	-15.678328	8e-06	0.999661
PFES	-15.674081	8e-06	0.999659
PFES	-15.669835	8e-06	0.999657
