score_col	pfes_value	p_case	p_control
PFES_Structure	4.97983	0.563129	0.118912
PFES_Structure	4.981955	0.563487	0.118772
PFES_Structure	4.984079	0.563845	0.118633
PFES_Structure	4.986204	0.564203	0.118493
PFES_Structure	4.988329	0.564561	0.118353
PFES_Structure	4.990454	0.564919	0.118213
PFES_Structure	4.992579	0.565278	0.118074
PFES_Structure	4.994704	0.565636	0.117934
PFES_Structure	4.996829	0.565995	0.117795
PFES_Structure	4.998954	0.566354	0.117656
PFES_Structure	5.001079	0.566713	0.117516
PFES_Structure	5.003203	0.567072	0.117377
PFES_Structure	5.005328	0.567432	0.117238
PFES_Structure	5.007453	0.567791	0.117099
PFES_Structure	5.009578	0.568151	0.11696
PFES_Structure	5.011703	0.568511	0.116822
PFES_Structure	5.013828	0.568871	0.116683
PFES_Structure	5.015953	0.569232	0.116544
PFES_Structure	5.018078	0.569592	0.116406
PFES_Structure	5.020202	0.569952	0.116267
PFES_Structure	5.022327	0.570313	0.116129
PFES_Structure	5.024452	0.570674	0.115991
PFES_Structure	5.026577	0.571035	0.115853
PFES_Structure	5.028702	0.571396	0.115715
PFES_Structure	5.030827	0.571757	0.115577
PFES_Structure	5.032952	0.572119	0.115439
PFES_Structure	5.035077	0.57248	0.115301
PFES_Structure	5.037202	0.572842	0.115163
PFES_Structure	5.039326	0.573203	0.115026
PFES_Structure	5.041451	0.573565	0.114888
PFES_Structure	5.043576	0.573927	0.114751
PFES_Structure	5.045701	0.574289	0.114614
PFES_Structure	5.047826	0.574651	0.114477
PFES_Structure	5.049951	0.575014	0.114339
PFES_Structure	5.052076	0.575376	0.114202
PFES_Structure	5.054201	0.575738	0.114065
PFES_Structure	5.056325	0.576101	0.113929
PFES_Structure	5.05845	0.576464	0.113792
PFES_Structure	5.060575	0.576826	0.113655
PFES_Structure	5.0627	0.577189	0.113519
PFES_Structure	5.064825	0.577552	0.113383
PFES_Structure	5.06695	0.577915	0.113246
PFES_Structure	5.069075	0.578278	0.11311
PFES_Structure	5.0712	0.578641	0.112974
PFES_Structure	5.073325	0.579004	0.112838
PFES_Structure	5.075449	0.579368	0.112702
PFES_Structure	5.077574	0.579731	0.112567
PFES_Structure	5.079699	0.580094	0.112431
PFES_Structure	5.081824	0.580458	0.112295
PFES_Structure	5.083949	0.580821	0.11216
PFES_Structure	5.086074	0.581185	0.112025
PFES_Structure	5.088199	0.581548	0.11189
PFES_Structure	5.090324	0.581912	0.111754
PFES_Structure	5.092448	0.582276	0.11162
PFES_Structure	5.094573	0.582639	0.111485
PFES_Structure	5.096698	0.583003	0.11135
PFES_Structure	5.098823	0.583367	0.111215
PFES_Structure	5.100948	0.583731	0.111081
PFES_Structure	5.103073	0.584094	0.110946
PFES_Structure	5.105198	0.584458	0.110812
PFES_Structure	5.107323	0.584822	0.110678
PFES_Structure	5.109448	0.585186	0.110544
PFES_Structure	5.111572	0.58555	0.11041
PFES_Structure	5.113697	0.585914	0.110276
PFES_Structure	5.115822	0.586278	0.110142
PFES_Structure	5.117947	0.586642	0.110009
PFES_Structure	5.120072	0.587006	0.109875
PFES_Structure	5.122197	0.58737	0.109742
PFES_Structure	5.124322	0.587734	0.109609
PFES_Structure	5.126447	0.588098	0.109475
PFES_Structure	5.128571	0.588461	0.109342
PFES_Structure	5.130696	0.588825	0.10921
PFES_Structure	5.132821	0.589189	0.109077
PFES_Structure	5.134946	0.589553	0.108944
PFES_Structure	5.137071	0.589917	0.108812
PFES_Structure	5.139196	0.590281	0.108679
PFES_Structure	5.141321	0.590645	0.108547
PFES_Structure	5.143446	0.591008	0.108414
PFES_Structure	5.145571	0.591372	0.108283
PFES_Structure	5.147695	0.591736	0.108151
PFES_Structure	5.14982	0.592099	0.108019
PFES_Structure	5.151945	0.592463	0.107887
PFES_Structure	5.15407	0.592827	0.107755
PFES_Structure	5.156195	0.59319	0.107624
PFES_Structure	5.15832	0.593553	0.107493
PFES_Structure	5.160445	0.593917	0.107361
PFES_Structure	5.16257	0.59428	0.10723
PFES_Structure	5.164694	0.594644	0.107099
PFES_Structure	5.166819	0.595007	0.106969
PFES_Structure	5.168944	0.59537	0.106838
PFES_Structure	5.171069	0.595733	0.106707
PFES_Structure	5.173194	0.596096	0.106577
PFES_Structure	5.175319	0.596459	0.106447
PFES_Structure	5.177444	0.596822	0.106316
PFES_Structure	5.179569	0.597185	0.106186
PFES_Structure	5.181694	0.597547	0.106056
PFES_Structure	5.183818	0.59791	0.105926
PFES_Structure	5.185943	0.598272	0.105797
PFES_Structure	5.188068	0.598635	0.105667
PFES_Structure	5.190193	0.598997	0.105538
PFES_Structure	5.192318	0.599359	0.105408
PFES_Structure	5.194443	0.599722	0.105279
PFES_Structure	5.196568	0.600084	0.10515
PFES_Structure	5.198693	0.600446	0.105021
PFES_Structure	5.200817	0.600807	0.104892
PFES_Structure	5.202942	0.601169	0.104763
PFES_Structure	5.205067	0.601531	0.104635
PFES_Structure	5.207192	0.601892	0.104506
PFES_Structure	5.209317	0.602253	0.104378
PFES_Structure	5.211442	0.602615	0.10425
PFES_Structure	5.213567	0.602976	0.104122
PFES_Structure	5.215692	0.603337	0.103994
PFES_Structure	5.217817	0.603698	0.103866
PFES_Structure	5.219941	0.604058	0.103738
PFES_Structure	5.222066	0.604419	0.103611
PFES_Structure	5.224191	0.604779	0.103483
PFES_Structure	5.226316	0.60514	0.103356
PFES_Structure	5.228441	0.6055	0.103229
PFES_Structure	5.230566	0.60586	0.103102
PFES_Structure	5.232691	0.60622	0.102975
PFES_Structure	5.234816	0.606579	0.102848
PFES_Structure	5.23694	0.606939	0.102721
PFES_Structure	5.239065	0.607299	0.102595
PFES_Structure	5.24119	0.607658	0.102468
PFES_Structure	5.243315	0.608017	0.102342
PFES_Structure	5.24544	0.608376	0.102216
PFES_Structure	5.247565	0.608735	0.10209
PFES_Structure	5.24969	0.609093	0.101964
PFES_Structure	5.251815	0.609452	0.101838
PFES_Structure	5.25394	0.60981	0.101713
PFES_Structure	5.256064	0.610168	0.101587
PFES_Structure	5.258189	0.610526	0.101462
PFES_Structure	5.260314	0.610884	0.101336
PFES_Structure	5.262439	0.611241	0.101212
PFES_Structure	5.264564	0.611599	0.101087
PFES_Structure	5.266689	0.611956	0.100962
PFES_Structure	5.268814	0.612313	0.100837
PFES_Structure	5.270939	0.61267	0.100712
PFES_Structure	5.273063	0.613026	0.100588
PFES_Structure	5.275188	0.613383	0.100464
PFES_Structure	5.277313	0.613739	0.100339
PFES_Structure	5.279438	0.614095	0.100215
PFES_Structure	5.281563	0.614451	0.100091
PFES_Structure	5.283688	0.614806	0.099968
PFES_Structure	5.285813	0.615162	0.099844
PFES_Structure	5.287938	0.615517	0.09972
PFES_Structure	5.290063	0.615872	0.099597
PFES_Structure	5.292187	0.616227	0.099474
PFES_Structure	5.294312	0.616581	0.09935
PFES_Structure	5.296437	0.616936	0.099227
PFES_Structure	5.298562	0.61729	0.099105
PFES_Structure	5.300687	0.617644	0.098982
PFES_Structure	5.302812	0.617998	0.098859
PFES_Structure	5.304937	0.618351	0.098736
PFES_Structure	5.307062	0.618705	0.098614
PFES_Structure	5.309186	0.619057	0.098492
PFES_Structure	5.311311	0.61941	0.09837
PFES_Structure	5.313436	0.619763	0.098247
PFES_Structure	5.315561	0.620116	0.098126
PFES_Structure	5.317686	0.620467	0.098004
PFES_Structure	5.319811	0.620819	0.097882
PFES_Structure	5.321936	0.621171	0.097761
PFES_Structure	5.324061	0.621523	0.097639
PFES_Structure	5.326186	0.621874	0.097518
PFES_Structure	5.32831	0.622225	0.097397
PFES_Structure	5.330435	0.622576	0.097276
PFES_Structure	5.33256	0.622926	0.097155
PFES_Structure	5.334685	0.623276	0.097035
PFES_Structure	5.33681	0.623626	0.096914
PFES_Structure	5.338935	0.623976	0.096793
PFES_Structure	5.34106	0.624326	0.096673
PFES_Structure	5.343185	0.624675	0.096553
PFES_Structure	5.34531	0.625024	0.096433
PFES_Structure	5.347434	0.625373	0.096313
PFES_Structure	5.349559	0.625721	0.096193
PFES_Structure	5.351684	0.626069	0.096073
PFES_Structure	5.353809	0.626417	0.095954
PFES_Structure	5.355934	0.626765	0.095834
PFES_Structure	5.358059	0.627112	0.095715
PFES_Structure	5.360184	0.62746	0.095596
PFES_Structure	5.362309	0.627807	0.095477
PFES_Structure	5.364433	0.628154	0.095358
PFES_Structure	5.366558	0.6285	0.095239
PFES_Structure	5.368683	0.628846	0.09512
PFES_Structure	5.370808	0.629192	0.095001
PFES_Structure	5.372933	0.629538	0.094883
PFES_Structure	5.375058	0.629883	0.094764
PFES_Structure	5.377183	0.630228	0.094646
PFES_Structure	5.379308	0.630573	0.094528
PFES_Structure	5.381433	0.630918	0.09441
PFES_Structure	5.383557	0.631262	0.094292
PFES_Structure	5.385682	0.631605	0.094174
PFES_Structure	5.387807	0.631949	0.094057
PFES_Structure	5.389932	0.632293	0.09394
PFES_Structure	5.392057	0.632636	0.093822
PFES_Structure	5.394182	0.632979	0.093705
PFES_Structure	5.396307	0.633322	0.093588
PFES_Structure	5.398432	0.633664	0.093471
PFES_Structure	5.400556	0.634006	0.093354
PFES_Structure	5.402681	0.634348	0.093237
PFES_Structure	5.404806	0.63469	0.09312
PFES_Structure	5.406931	0.635031	0.093004
PFES_Structure	5.409056	0.635372	0.092888
PFES_Structure	5.411181	0.635712	0.092771
PFES_Structure	5.413306	0.636053	0.092655
PFES_Structure	5.415431	0.636393	0.092539
PFES_Structure	5.417556	0.636733	0.092423
PFES_Structure	5.41968	0.637072	0.092307
PFES_Structure	5.421805	0.637412	0.092192
PFES_Structure	5.42393	0.637751	0.092076
PFES_Structure	5.426055	0.638089	0.091961
PFES_Structure	5.42818	0.638428	0.091845
PFES_Structure	5.430305	0.638766	0.09173
PFES_Structure	5.43243	0.639104	0.091615
PFES_Structure	5.434555	0.639441	0.0915
PFES_Structure	5.436679	0.639778	0.091385
PFES_Structure	5.438804	0.640116	0.09127
PFES_Structure	5.440929	0.640452	0.091156
PFES_Structure	5.443054	0.640789	0.091041
PFES_Structure	5.445179	0.641125	0.090927
PFES_Structure	5.447304	0.641461	0.090812
PFES_Structure	5.449429	0.641796	0.090698
PFES_Structure	5.451554	0.642131	0.090584
PFES_Structure	5.453679	0.642466	0.09047
PFES_Structure	5.455803	0.642802	0.090357
PFES_Structure	5.457928	0.643136	0.090243
PFES_Structure	5.460053	0.64347	0.090129
PFES_Structure	5.462178	0.643804	0.090016
PFES_Structure	5.464303	0.644137	0.089902
PFES_Structure	5.466428	0.64447	0.089789
PFES_Structure	5.468553	0.644803	0.089676
PFES_Structure	5.470678	0.645136	0.089563
PFES_Structure	5.472802	0.645469	0.08945
PFES_Structure	5.474927	0.645801	0.089337
PFES_Structure	5.477052	0.646132	0.089225
PFES_Structure	5.479177	0.646464	0.089112
PFES_Structure	5.481302	0.646796	0.089
PFES_Structure	5.483427	0.647126	0.088887
PFES_Structure	5.485552	0.647457	0.088775
PFES_Structure	5.487677	0.647787	0.088663
PFES_Structure	5.489802	0.648118	0.088551
PFES_Structure	5.491926	0.648447	0.088439
PFES_Structure	5.494051	0.648776	0.088327
PFES_Structure	5.496176	0.649106	0.088215
PFES_Structure	5.498301	0.649435	0.088104
PFES_Structure	5.500426	0.649763	0.087992
PFES_Structure	5.502551	0.650092	0.087881
PFES_Structure	5.504676	0.65042	0.08777
PFES_Structure	5.506801	0.650748	0.087659
PFES_Structure	5.508925	0.651075	0.087547
PFES_Structure	5.51105	0.651402	0.087436
PFES_Structure	5.513175	0.651729	0.087326
PFES_Structure	5.5153	0.652056	0.087215
PFES_Structure	5.517425	0.652382	0.087104
PFES_Structure	5.51955	0.652708	0.086994
PFES_Structure	5.521675	0.653034	0.086883
PFES_Structure	5.5238	0.65336	0.086773
PFES_Structure	5.525925	0.653685	0.086663
PFES_Structure	5.528049	0.65401	0.086553
PFES_Structure	5.530174	0.654335	0.086443
PFES_Structure	5.532299	0.654659	0.086333
PFES_Structure	5.534424	0.654983	0.086223
PFES_Structure	5.536549	0.655307	0.086113
PFES_Structure	5.538674	0.655631	0.086004
PFES_Structure	5.540799	0.655954	0.085894
PFES_Structure	5.542924	0.656277	0.085785
PFES_Structure	5.545048	0.6566	0.085676
PFES_Structure	5.547173	0.656922	0.085566
PFES_Structure	5.549298	0.657245	0.085457
PFES_Structure	5.551423	0.657566	0.085348
PFES_Structure	5.553548	0.657888	0.08524
PFES_Structure	5.555673	0.65821	0.085131
PFES_Structure	5.557798	0.658531	0.085022
PFES_Structure	5.559923	0.658851	0.084914
PFES_Structure	5.562048	0.659172	0.084805
PFES_Structure	5.564172	0.659492	0.084697
PFES_Structure	5.566297	0.659812	0.084588
PFES_Structure	5.568422	0.660132	0.08448
PFES_Structure	5.570547	0.660451	0.084372
PFES_Structure	5.572672	0.660771	0.084264
PFES_Structure	5.574797	0.66109	0.084156
PFES_Structure	5.576922	0.661408	0.084049
PFES_Structure	5.579047	0.661727	0.083941
PFES_Structure	5.581171	0.662045	0.083833
PFES_Structure	5.583296	0.662363	0.083726
PFES_Structure	5.585421	0.66268	0.083618
PFES_Structure	5.587546	0.662998	0.083511
PFES_Structure	5.589671	0.663315	0.083404
PFES_Structure	5.591796	0.663632	0.083297
PFES_Structure	5.593921	0.663948	0.08319
PFES_Structure	5.596046	0.664265	0.083083
PFES_Structure	5.598171	0.664581	0.082976
PFES_Structure	5.600295	0.664897	0.082869
PFES_Structure	5.60242	0.665212	0.082763
PFES_Structure	5.604545	0.665528	0.082656
PFES_Structure	5.60667	0.665843	0.08255
PFES_Structure	5.608795	0.666158	0.082443
PFES_Structure	5.61092	0.666472	0.082337
PFES_Structure	5.613045	0.666786	0.082231
PFES_Structure	5.61517	0.667101	0.082125
PFES_Structure	5.617294	0.667414	0.082019
PFES_Structure	5.619419	0.667728	0.081913
PFES_Structure	5.621544	0.668041	0.081807
PFES_Structure	5.623669	0.668355	0.081702
PFES_Structure	5.625794	0.668667	0.081596
PFES_Structure	5.627919	0.66898	0.08149
PFES_Structure	5.630044	0.669292	0.081385
PFES_Structure	5.632169	0.669605	0.08128
PFES_Structure	5.634294	0.669916	0.081174
PFES_Structure	5.636418	0.670228	0.081069
PFES_Structure	5.638543	0.670539	0.080964
PFES_Structure	5.640668	0.670851	0.080859
PFES_Structure	5.642793	0.671161	0.080754
PFES_Structure	5.644918	0.671472	0.08065
PFES_Structure	5.647043	0.671782	0.080545
PFES_Structure	5.649168	0.672093	0.08044
PFES_Structure	5.651293	0.672403	0.080336
PFES_Structure	5.653417	0.672712	0.080231
PFES_Structure	5.655542	0.673022	0.080127
PFES_Structure	5.657667	0.673331	0.080023
PFES_Structure	5.659792	0.67364	0.079919
PFES_Structure	5.661917	0.673949	0.079814
PFES_Structure	5.664042	0.674258	0.07971
PFES_Structure	5.666167	0.674566	0.079607
PFES_Structure	5.668292	0.674874	0.079503
PFES_Structure	5.670417	0.675182	0.079399
PFES_Structure	5.672541	0.67549	0.079295
PFES_Structure	5.674666	0.675798	0.079192
PFES_Structure	5.676791	0.676105	0.079088
PFES_Structure	5.678916	0.676412	0.078985
PFES_Structure	5.681041	0.676719	0.078881
PFES_Structure	5.683166	0.677025	0.078778
PFES_Structure	5.685291	0.677332	0.078675
PFES_Structure	5.687416	0.677638	0.078572
PFES_Structure	5.68954	0.677944	0.078469
PFES_Structure	5.691665	0.67825	0.078366
PFES_Structure	5.69379	0.678555	0.078263
PFES_Structure	5.695915	0.678861	0.078161
PFES_Structure	5.69804	0.679166	0.078058
PFES_Structure	5.700165	0.679471	0.077955
PFES_Structure	5.70229	0.679775	0.077853
PFES_Structure	5.704415	0.68008	0.077751
PFES_Structure	5.70654	0.680384	0.077648
PFES_Structure	5.708664	0.680688	0.077546
PFES_Structure	5.710789	0.680992	0.077444
PFES_Structure	5.712914	0.681296	0.077342
PFES_Structure	5.715039	0.6816	0.07724
PFES_Structure	5.717164	0.681903	0.077138
PFES_Structure	5.719289	0.682206	0.077036
PFES_Structure	5.721414	0.682509	0.076935
PFES_Structure	5.723539	0.682812	0.076833
PFES_Structure	5.725663	0.683114	0.076731
PFES_Structure	5.727788	0.683416	0.07663
PFES_Structure	5.729913	0.683719	0.076528
PFES_Structure	5.732038	0.684021	0.076427
PFES_Structure	5.734163	0.684322	0.076326
PFES_Structure	5.736288	0.684624	0.076225
PFES_Structure	5.738413	0.684925	0.076124
PFES_Structure	5.740538	0.685227	0.076023
PFES_Structure	5.742663	0.685527	0.075922
PFES_Structure	5.744787	0.685828	0.075821
PFES_Structure	5.746912	0.686129	0.07572
PFES_Structure	5.749037	0.686429	0.075619
PFES_Structure	5.751162	0.686729	0.075519
PFES_Structure	5.753287	0.687029	0.075418
PFES_Structure	5.755412	0.687329	0.075318
PFES_Structure	5.757537	0.687629	0.075217
PFES_Structure	5.759662	0.687928	0.075117
PFES_Structure	5.761786	0.688228	0.075017
PFES_Structure	5.763911	0.688527	0.074917
PFES_Structure	5.766036	0.688826	0.074817
PFES_Structure	5.768161	0.689125	0.074717
PFES_Structure	5.770286	0.689423	0.074617
PFES_Structure	5.772411	0.689722	0.074517
PFES_Structure	5.774536	0.69002	0.074417
PFES_Structure	5.776661	0.690318	0.074318
PFES_Structure	5.778786	0.690616	0.074218
PFES_Structure	5.78091	0.690914	0.074118
PFES_Structure	5.783035	0.691211	0.074019
PFES_Structure	5.78516	0.691508	0.07392
PFES_Structure	5.787285	0.691806	0.07382
PFES_Structure	5.78941	0.692103	0.073721
PFES_Structure	5.791535	0.6924	0.073622
PFES_Structure	5.79366	0.692696	0.073523
PFES_Structure	5.795785	0.692993	0.073424
PFES_Structure	5.797909	0.693289	0.073325
PFES_Structure	5.800034	0.693585	0.073226
PFES_Structure	5.802159	0.693881	0.073128
PFES_Structure	5.804284	0.694177	0.073029
PFES_Structure	5.806409	0.694473	0.07293
PFES_Structure	5.808534	0.694769	0.072832
PFES_Structure	5.810659	0.695064	0.072733
PFES_Structure	5.812784	0.695359	0.072635
PFES_Structure	5.814909	0.695654	0.072537
PFES_Structure	5.817033	0.695949	0.072438
PFES_Structure	5.819158	0.696244	0.07234
PFES_Structure	5.821283	0.696538	0.072242
PFES_Structure	5.823408	0.696833	0.072144
PFES_Structure	5.825533	0.697127	0.072046
PFES_Structure	5.827658	0.697421	0.071948
PFES_Structure	5.829783	0.697715	0.071851
PFES_Structure	5.831908	0.698009	0.071753
PFES_Structure	5.834032	0.698302	0.071655
PFES_Structure	5.836157	0.698596	0.071558
PFES_Structure	5.838282	0.698889	0.07146
PFES_Structure	5.840407	0.699182	0.071363
PFES_Structure	5.842532	0.699475	0.071266
PFES_Structure	5.844657	0.699768	0.071168
PFES_Structure	5.846782	0.700061	0.071071
PFES_Structure	5.848907	0.700353	0.070974
PFES_Structure	5.851032	0.700646	0.070877
PFES_Structure	5.853156	0.700938	0.07078
PFES_Structure	5.855281	0.70123	0.070683
PFES_Structure	5.857406	0.701522	0.070586
PFES_Structure	5.859531	0.701814	0.07049
PFES_Structure	5.861656	0.702105	0.070393
PFES_Structure	5.863781	0.702397	0.070297
PFES_Structure	5.865906	0.702688	0.0702
PFES_Structure	5.868031	0.702979	0.070104
PFES_Structure	5.870155	0.70327	0.070007
PFES_Structure	5.87228	0.703561	0.069911
PFES_Structure	5.874405	0.703852	0.069815
PFES_Structure	5.87653	0.704142	0.069719
PFES_Structure	5.878655	0.704433	0.069622
PFES_Structure	5.88078	0.704723	0.069526
PFES_Structure	5.882905	0.705013	0.069431
PFES_Structure	5.88503	0.705303	0.069335
PFES_Structure	5.887155	0.705593	0.069239
PFES_Structure	5.889279	0.705883	0.069143
PFES_Structure	5.891404	0.706172	0.069048
PFES_Structure	5.893529	0.706462	0.068952
PFES_Structure	5.895654	0.706751	0.068857
PFES_Structure	5.897779	0.70704	0.068761
PFES_Structure	5.899904	0.707329	0.068666
PFES_Structure	5.902029	0.707618	0.068571
PFES_Structure	5.904154	0.707906	0.068475
PFES_Structure	5.906278	0.708195	0.06838
PFES_Structure	5.908403	0.708483	0.068285
PFES_Structure	5.910528	0.708771	0.06819
PFES_Structure	5.912653	0.70906	0.068095
PFES_Structure	5.914778	0.709348	0.068
PFES_Structure	5.916903	0.709635	0.067906
PFES_Structure	5.919028	0.709923	0.067811
PFES_Structure	5.921153	0.71021	0.067716
PFES_Structure	5.923278	0.710498	0.067622
PFES_Structure	5.925402	0.710785	0.067527
PFES_Structure	5.927527	0.711072	0.067433
PFES_Structure	5.929652	0.711359	0.067339
PFES_Structure	5.931777	0.711646	0.067244
PFES_Structure	5.933902	0.711933	0.06715
PFES_Structure	5.936027	0.712219	0.067056
PFES_Structure	5.938152	0.712506	0.066962
PFES_Structure	5.940277	0.712792	0.066868
PFES_Structure	5.942401	0.713078	0.066774
PFES_Structure	5.944526	0.713364	0.066681
PFES_Structure	5.946651	0.71365	0.066587
PFES_Structure	5.948776	0.713935	0.066493
PFES_Structure	5.950901	0.714221	0.0664
PFES_Structure	5.953026	0.714506	0.066306
PFES_Structure	5.955151	0.714792	0.066213
PFES_Structure	5.957276	0.715077	0.066119
PFES_Structure	5.959401	0.715362	0.066026
PFES_Structure	5.961525	0.715646	0.065933
PFES_Structure	5.96365	0.715931	0.06584
PFES_Structure	5.965775	0.716216	0.065746
PFES_Structure	5.9679	0.7165	0.065653
PFES_Structure	5.970025	0.716784	0.06556
PFES_Structure	5.97215	0.717068	0.065468
PFES_Structure	5.974275	0.717353	0.065375
PFES_Structure	5.9764	0.717636	0.065282
PFES_Structure	5.978524	0.71792	0.065189
PFES_Structure	5.980649	0.718203	0.065097
PFES_Structure	5.982774	0.718487	0.065004
PFES_Structure	5.984899	0.71877	0.064912
PFES_Structure	5.987024	0.719053	0.064819
PFES_Structure	5.989149	0.719336	0.064727
PFES_Structure	5.991274	0.719619	0.064635
PFES_Structure	5.993399	0.719902	0.064543
PFES_Structure	5.995524	0.720184	0.064451
PFES_Structure	5.997648	0.720467	0.064359
PFES_Structure	5.999773	0.720749	0.064267
PFES_Structure	6.001898	0.721031	0.064175
PFES_Structure	6.004023	0.721313	0.064083
PFES_Structure	6.006148	0.721595	0.063992
PFES_Structure	6.008273	0.721877	0.0639
PFES_Structure	6.010398	0.722158	0.063808
PFES_Structure	6.012523	0.722439	0.063717
PFES_Structure	6.014647	0.722721	0.063625
PFES_Structure	6.016772	0.723002	0.063534
PFES_Structure	6.018897	0.723283	0.063443
PFES_Structure	6.021022	0.723564	0.063352
PFES_Structure	6.023147	0.723844	0.06326
PFES_Structure	6.025272	0.724125	0.063169
PFES_Structure	6.027397	0.724405	0.063078
PFES_Structure	6.029522	0.724685	0.062987
PFES_Structure	6.031647	0.724966	0.062897
PFES_Structure	6.033771	0.725246	0.062806
PFES_Structure	6.035896	0.725525	0.062715
PFES_Structure	6.038021	0.725805	0.062624
PFES_Structure	6.040146	0.726085	0.062534
PFES_Structure	6.042271	0.726364	0.062443
PFES_Structure	6.044396	0.726643	0.062353
PFES_Structure	6.046521	0.726922	0.062263
PFES_Structure	6.048646	0.727201	0.062172
PFES_Structure	6.05077	0.72748	0.062082
PFES_Structure	6.052895	0.727758	0.061992
PFES_Structure	6.05502	0.728037	0.061902
PFES_Structure	6.057145	0.728315	0.061812
PFES_Structure	6.05927	0.728594	0.061722
PFES_Structure	6.061395	0.728871	0.061632
PFES_Structure	6.06352	0.729149	0.061543
PFES_Structure	6.065645	0.729427	0.061453
PFES_Structure	6.06777	0.729705	0.061363
PFES_Structure	6.069894	0.729982	0.061274
PFES_Structure	6.072019	0.730259	0.061184
PFES_Structure	6.074144	0.730537	0.061095
PFES_Structure	6.076269	0.730814	0.061005
PFES_Structure	6.078394	0.73109	0.060916
PFES_Structure	6.080519	0.731367	0.060827
PFES_Structure	6.082644	0.731644	0.060738
PFES_Structure	6.084769	0.73192	0.060649
PFES_Structure	6.086893	0.732196	0.06056
PFES_Structure	6.089018	0.732472	0.060471
PFES_Structure	6.091143	0.732748	0.060382
PFES_Structure	6.093268	0.733024	0.060293
PFES_Structure	6.095393	0.7333	0.060205
PFES_Structure	6.097518	0.733575	0.060116
PFES_Structure	6.099643	0.733851	0.060028
PFES_Structure	6.101768	0.734126	0.059939
PFES_Structure	6.103893	0.734401	0.059851
PFES_Structure	6.106017	0.734676	0.059762
PFES_Structure	6.108142	0.73495	0.059674
PFES_Structure	6.110267	0.735225	0.059586
PFES_Structure	6.112392	0.735499	0.059498
PFES_Structure	6.114517	0.735773	0.05941
PFES_Structure	6.116642	0.736048	0.059322
PFES_Structure	6.118767	0.736321	0.059234
PFES_Structure	6.120892	0.736595	0.059146
PFES_Structure	6.123016	0.736869	0.059059
PFES_Structure	6.125141	0.737143	0.058971
PFES_Structure	6.127266	0.737416	0.058883
PFES_Structure	6.129391	0.737689	0.058796
PFES_Structure	6.131516	0.737962	0.058708
PFES_Structure	6.133641	0.738235	0.058621
PFES_Structure	6.135766	0.738507	0.058534
PFES_Structure	6.137891	0.73878	0.058446
PFES_Structure	6.140016	0.739052	0.058359
PFES_Structure	6.14214	0.739325	0.058272
PFES_Structure	6.144265	0.739596	0.058185
PFES_Structure	6.14639	0.739868	0.058098
PFES_Structure	6.148515	0.74014	0.058011
PFES_Structure	6.15064	0.740412	0.057925
PFES_Structure	6.152765	0.740683	0.057838
PFES_Structure	6.15489	0.740954	0.057751
PFES_Structure	6.157015	0.741226	0.057664
PFES_Structure	6.159139	0.741497	0.057578
PFES_Structure	6.161264	0.741767	0.057492
PFES_Structure	6.163389	0.742038	0.057405
PFES_Structure	6.165514	0.742308	0.057319
PFES_Structure	6.167639	0.742579	0.057233
PFES_Structure	6.169764	0.742849	0.057147
PFES_Structure	6.171889	0.743119	0.057061
PFES_Structure	6.174014	0.743389	0.056974
PFES_Structure	6.176139	0.743658	0.056889
PFES_Structure	6.178263	0.743928	0.056803
PFES_Structure	6.180388	0.744197	0.056717
PFES_Structure	6.182513	0.744466	0.056631
PFES_Structure	6.184638	0.744735	0.056546
PFES_Structure	6.186763	0.745004	0.05646
PFES_Structure	6.188888	0.745273	0.056375
PFES_Structure	6.191013	0.745541	0.056289
PFES_Structure	6.193138	0.74581	0.056204
PFES_Structure	6.195262	0.746078	0.056119
PFES_Structure	6.197387	0.746346	0.056033
PFES_Structure	6.199512	0.746614	0.055948
PFES_Structure	6.201637	0.746882	0.055863
PFES_Structure	6.203762	0.747149	0.055778
PFES_Structure	6.205887	0.747417	0.055693
PFES_Structure	6.208012	0.747684	0.055608
PFES_Structure	6.210137	0.747951	0.055523
PFES_Structure	6.212262	0.748218	0.055439
PFES_Structure	6.214386	0.748485	0.055354
PFES_Structure	6.216511	0.748751	0.05527
PFES_Structure	6.218636	0.749018	0.055185
PFES_Structure	6.220761	0.749284	0.055101
PFES_Structure	6.222886	0.74955	0.055016
PFES_Structure	6.225011	0.749816	0.054932
PFES_Structure	6.227136	0.750082	0.054848
PFES_Structure	6.229261	0.750347	0.054764
PFES_Structure	6.231385	0.750613	0.05468
PFES_Structure	6.23351	0.750878	0.054596
PFES_Structure	6.235635	0.751143	0.054512
PFES_Structure	6.23776	0.751408	0.054428
PFES_Structure	6.239885	0.751673	0.054344
PFES_Structure	6.24201	0.751938	0.054261
PFES_Structure	6.244135	0.752202	0.054177
PFES_Structure	6.24626	0.752466	0.054093
PFES_Structure	6.248385	0.75273	0.05401
PFES_Structure	6.250509	0.752995	0.053927
PFES_Structure	6.252634	0.753258	0.053843
PFES_Structure	6.254759	0.753522	0.05376
PFES_Structure	6.256884	0.753785	0.053677
PFES_Structure	6.259009	0.754049	0.053594
PFES_Structure	6.261134	0.754312	0.053511
PFES_Structure	6.263259	0.754575	0.053427
PFES_Structure	6.265384	0.754838	0.053345
PFES_Structure	6.267509	0.755101	0.053262
PFES_Structure	6.269633	0.755363	0.053179
