HGNC_id	HGNC_symbol	HGNC_alias	UniprotKB_Entry	Locus_group
HGNC:2557	CUX1	CDP/Cux;CUT;CDP/Cut;Cux/CDP;CDP1;CDP;Clox;CUX;CASP;GOLIM6	P39880;Q13948	protein-coding gene
HGNC:19347	CUX2	CDP2;KIAA0293	O14529	protein-coding gene
HGNC:17937	CUZD1	UO-44;ERG-1	Q86UP6	protein-coding gene
HGNC:26939	CWC15	HSPC148;AD002;C11orf5;Cwf15	Q9P013	protein-coding gene
HGNC:29322	CWC22	NCM;fSAPb;KIAA1604;EIF4GL	Q9HCG8	protein-coding gene
HGNC:25989	CWC25	FLJ20291	Q9NXE8	protein-coding gene
HGNC:10664	CWC27	NY-CO-10;SDCCAG-10	Q6UX04	protein-coding gene
HGNC:25613	CWF19L1	hDrn1;FLJ10998	Q69YN2	protein-coding gene
HGNC:26508	CWF19L2	FLJ32343	Q2TBE0	protein-coding gene
HGNC:26133	CWH43	PGAP2IP;CWH43-C;FLJ21511	Q9H720	protein-coding gene
HGNC:10647	CX3CL1	CXC3;NTN;C3Xkine;ABCD-3;CXC3C	P78423	protein-coding gene
HGNC:2558	CX3CR1	CMKDR1;V28;CCRL1	P49238	protein-coding gene
HGNC:2559	CXADR	CAR	P78310	protein-coding gene
HGNC:4602	CXCL1	SCYB1;NAP-3;MGSA-a;GROa	P09341	protein-coding gene
HGNC:10637	CXCL10	IP-10;mob-1;crg-2;IFI10;C7;gIP-10	P02778	protein-coding gene
HGNC:10638	CXCL11	IP-9;I-TAC;b-R1;H174	O14625	protein-coding gene
HGNC:10672	CXCL12	SDF-1a;SDF-1b;TLSF-a;SCYB12;TPAR1;TLSF-b;PBSF	P48061	protein-coding gene
HGNC:10639	CXCL13	BCA-1;ANGIE2;BLC;BLR1L;ANGIE	O43927	protein-coding gene
HGNC:10640	CXCL14	MIP-2g;BMAC;KS1;BRAK;NJAC;Kec;bolekine	O95715	protein-coding gene
HGNC:16642	CXCL16	SR-PSOX;CXCLG16;SRPSOX	Q9H2A7	protein-coding gene
HGNC:19232	CXCL17	Dcip1;VCC1;UNQ473;DMC	Q6UXB2	protein-coding gene
HGNC:4603	CXCL2	MGSA-b;SCYB2;GROb;CINC-2a;MIP-2a	P19875	protein-coding gene
HGNC:4604	CXCL3	CINC-2b;GROg;MIP-2b;SCYB3	P19876	protein-coding gene
HGNC:10642	CXCL5	ENA-78	P42830	protein-coding gene
HGNC:10643	CXCL6	CKA-3;GCP-2	P80162	protein-coding gene
HGNC:6025	CXCL8	3-10C;LYNAP;b-ENAP;AMCF-I;NAF;K60;MDNCF;NAP-1;LECT;SCYB8;MONAP;TSG-1;NAP1;LUCT;IL-8;GCP-1;GCP1	P10145	protein-coding gene
HGNC:7098	CXCL9	SCYB9;crg-10;Humig	Q07325	protein-coding gene
HGNC:6026	CXCR1	CDw128a;CKR-1;CD181	P25024	protein-coding gene
HGNC:6027	CXCR2	CMKAR2;CD182	P25025	protein-coding gene
HGNC:4540	CXCR3	MigR;CMKAR3;IP10-R;CD183;CKR-L2	P49682	protein-coding gene
HGNC:2561	CXCR4	NPYR;NPYY3R;NPY3R;CD184;fusin;HSY3RR;HM89;LESTR;D2S201E	P61073	protein-coding gene
HGNC:1060	CXCR5	MDR15;CD185	P32302	protein-coding gene
HGNC:16647	CXCR6	CD186;BONZO;TYMSTR;STRL33	O00574	protein-coding gene
HGNC:24343	CXXC1	SPP1;CGBP;CFP1;PCCX1;HsT2645;ZCGPC1;hCGBP;PHF18	Q9P0U4	protein-coding gene
HGNC:24593	CXXC4	IDAX	Q9H2H0	protein-coding gene
HGNC:26943	CXXC5	HSPC195;RINF;WID	Q7LFL8	protein-coding gene
HGNC:28589	CXorf38	MGC39350	Q8TB03	protein-coding gene
HGNC:30891	CXorf49	not-available	A8MYA2	protein-coding gene
HGNC:34229	CXorf49B	not-available	A8MYA2	protein-coding gene
HGNC:30533	CXorf51A	not-available	A0A1B0GTR3	protein-coding gene
HGNC:42787	CXorf51B	not-available	P0DPH9	protein-coding gene
HGNC:26356	CXorf58	FLJ25444	Q96LI9	protein-coding gene
HGNC:33713	CXorf65	not-available	A6NEN9	protein-coding gene
HGNC:33743	CXorf66	RP11-35F15.2;SGPX	Q5JRM2	protein-coding gene
HGNC:2571	CYB561	CGCytb;CYB561A1;FRRS2	P49447	protein-coding gene
HGNC:23014	CYB561A3	LCYTB	Q8NBI2	protein-coding gene
HGNC:26804	CYB561D1	FLJ39035;FLJ44753	Q8N8Q1	protein-coding gene
HGNC:30253	CYB561D2	101F6;TSP10;TSCytb	O14569	protein-coding gene
HGNC:2570	CYB5A	MCB5	P00167	protein-coding gene
HGNC:24374	CYB5B	CYB5-M	O43169	protein-coding gene
HGNC:26516	CYB5D1	FLJ32499	Q6P9G0	protein-coding gene
HGNC:28471	CYB5D2	MGC32124	Q8WUJ1	protein-coding gene
HGNC:13397	CYB5R1	humb5R2	Q9UHQ9	protein-coding gene
HGNC:24376	CYB5R2	not-available	Q6BCY4	protein-coding gene
HGNC:2873	CYB5R3	B5R	P00387	protein-coding gene
HGNC:20147	CYB5R4	b5+b5R;dJ676J13.1	Q7L1T6	protein-coding gene
HGNC:32220	CYB5RL	LOC606495	Q6IPT4	protein-coding gene
HGNC:2577	CYBA	p22-PHOX;p22phox	P13498	protein-coding gene
HGNC:2578	CYBB	NOX2;GP91PHOX;GP91-PHOX;p91-PHOX	P04839	protein-coding gene
HGNC:28672	CYBC1	Eros;MGC4368;FLJ90469	Q9BQA9	protein-coding gene
HGNC:20797	CYBRD1	FLJ23462;FRRS3;CYB561A2;DCYTB	Q53TN4	protein-coding gene
HGNC:2579	CYC1	UQCR4	P08574	protein-coding gene
HGNC:19986	CYCS	CYC;HCS	P99999	protein-coding gene
HGNC:13759	CYFIP1	KIAA0068;P140SRA-1;SHYC	Q7L576	protein-coding gene
HGNC:13760	CYFIP2	PIR121	Q96F07	protein-coding gene
HGNC:16505	CYGB	HGB;STAP	Q8WWM9	protein-coding gene
HGNC:2582	CYLC1	not-available	P35663	protein-coding gene
HGNC:2583	CYLC2	not-available	Q14093	protein-coding gene
HGNC:2584	CYLD	USPL2;KIAA0849	Q9NQC7	protein-coding gene
HGNC:2590	CYP11A1	P450SCC	P05108	protein-coding gene
HGNC:2591	CYP11B1	P450C11;CPN1;FHI	P15538	protein-coding gene
HGNC:2592	CYP11B2	P450aldo;P-450C18;CYP11BL;ALDOS;CPN2	P19099	protein-coding gene
HGNC:2593	CYP17A1	S17AH;CPT7;P450C17	P05093	protein-coding gene
HGNC:2594	CYP19A1	ARO;ARO1;P-450AROM;aromatase;CPV1;CYAR	P11511	protein-coding gene
HGNC:2595	CYP1A1	P450-C;CP11;P1-450;P450DX	P04798	protein-coding gene
HGNC:2596	CYP1A2	CP12;P3-450	P05177	protein-coding gene
HGNC:2597	CYP1B1	CP1B	Q16678	protein-coding gene
HGNC:20576	CYP20A1	CYP-M	Q6UW02	protein-coding gene
HGNC:2600	CYP21A2	CA21H;P450c21B;CAH1;CPS1	P08686	protein-coding gene
HGNC:2602	CYP24A1	CP24;lncBCAS1-4_1;P450-CC24	Q07973	protein-coding gene
HGNC:2603	CYP26A1	CP26;P450RAI;P450RAI1;CYP26	O43174	protein-coding gene
HGNC:20581	CYP26B1	P450RAI-2	Q9NR63	protein-coding gene
HGNC:20577	CYP26C1	not-available	Q6V0L0	protein-coding gene
HGNC:2605	CYP27A1	CP27;CTX	Q02318	protein-coding gene
HGNC:2606	CYP27B1	CYP1;P450c1	O15528	protein-coding gene
HGNC:33480	CYP27C1	FLJ16008	Q4G0S4	protein-coding gene
HGNC:2608	CYP2A13	CPAD;CYP2A	Q16696	protein-coding gene
HGNC:2610	CYP2A6	CPA6;CYP2A	P11509	protein-coding gene
HGNC:2611	CYP2A7	CYP2A	P20853	protein-coding gene
HGNC:2615	CYP2B6	CPB6;CYPIIB6	P20813	protein-coding gene
HGNC:2620	CYP2C18	CPCI;CYP2C;P450IIC17	P33260	protein-coding gene
HGNC:2621	CYP2C19	P450IIC19;CPCJ	P33261	protein-coding gene
HGNC:2622	CYP2C8	CPC8	P10632	protein-coding gene
HGNC:2623	CYP2C9	P450IIC9	P11712	protein-coding gene
HGNC:2625	CYP2D6	P450-DB1;CYP2D;P450C2D;CPD6	P10635	protein-coding gene
HGNC:2624	CYP2D7	not-available	A0A087X1C5	protein-coding gene
HGNC:2631	CYP2E1	not-available	P05181	protein-coding gene
HGNC:2632	CYP2F1	not-available	P24903	protein-coding gene
HGNC:2633	CYP2G1P	CYP2GP1	Q6ZSU1	pseudogene
HGNC:2634	CYP2J2	not-available	P51589	protein-coding gene
HGNC:20580	CYP2R1	not-available	Q6VVX0	protein-coding gene
HGNC:15654	CYP2S1	not-available	Q96SQ9	protein-coding gene
HGNC:20582	CYP2U1	SPG49	Q7Z449	protein-coding gene
HGNC:20243	CYP2W1	MGC34287;FLJ20359	Q8TAV3	protein-coding gene
HGNC:17449	CYP39A1	not-available	Q9NYL5	protein-coding gene
HGNC:2637	CYP3A4	not-available	P08684	protein-coding gene
HGNC:17450	CYP3A43	not-available	Q9HB55	protein-coding gene
HGNC:2638	CYP3A5	PCN3;CP35;P450PCN3	P20815	protein-coding gene
HGNC:2640	CYP3A7	P450-HFLA;CP37	P24462	protein-coding gene
HGNC:2641	CYP46A1	not-available	Q9Y6A2	protein-coding gene
HGNC:2642	CYP4A11	CYP4AII	Q02928	protein-coding gene
HGNC:20575	CYP4A22	not-available	Q5TCH4	protein-coding gene
HGNC:2644	CYP4B1	not-available	P13584	protein-coding gene
HGNC:13265	CYP4F11	not-available	Q9HBI6	protein-coding gene
HGNC:18857	CYP4F12	not-available	Q9HCS2	protein-coding gene
HGNC:2645	CYP4F2	not-available	P78329	protein-coding gene
HGNC:26820	CYP4F22	FLJ39501	Q6NT55	protein-coding gene
HGNC:2646	CYP4F3	CYP4F	Q08477	protein-coding gene
HGNC:25270	CYP4F30P	DKFZp434F1719;4F-se9[6:7:8]	Q9H0H9	pseudogene
HGNC:2648	CYP4F8	not-available	P98187	protein-coding gene
HGNC:23198	CYP4V2	CYP4AH1	Q6ZWL3	protein-coding gene
HGNC:20244	CYP4X1	MGC40051	Q8N118	protein-coding gene
HGNC:20583	CYP4Z1	CYP4A20	Q86W10	protein-coding gene
HGNC:24426	CYP4Z2P	FLJ40054	Q8N1L4	pseudogene
HGNC:2649	CYP51A1	P450-14DM;CYPL1;CP51;LDM;P450L1	Q16850	protein-coding gene
HGNC:2651	CYP7A1	not-available	P22680	protein-coding gene
HGNC:2652	CYP7B1	not-available	O75881	protein-coding gene
HGNC:2653	CYP8B1	CYP12	Q9UNU6	protein-coding gene
HGNC:22432	CYREN	CYREN-2;MRI-2;MGC5242;MRI;CYREN-1;FLJ27285;FLJ22450	Q9BWK5	protein-coding gene
HGNC:25373	CYRIA	DKFZP566A1524;FLJ11080;CYRI-A	Q9H0Q0	protein-coding gene
HGNC:25216	CYRIB	CYRI-B;BM-009;CYRI	Q9NUQ9	protein-coding gene
HGNC:18525	CYS1	not-available	Q717R9	protein-coding gene
HGNC:17451	CYSLTR1	CysLT(1);CYSLT1R;CysLT1	Q9Y271	protein-coding gene
HGNC:18274	CYSLTR2	CYSLT2R;CysLT(2)	Q9NS75	protein-coding gene
HGNC:30529	CYSRT1	MGC59937	A8MQ03	protein-coding gene
HGNC:30239	CYSTM1	ORF1-FL49	Q9H1C7	protein-coding gene
HGNC:9501	CYTH1	B2-1;cytohesin-1;D17S811E	Q15438	protein-coding gene
HGNC:9502	CYTH2	ARNO;Sec7p-L;Sec7p-like;cytohesin-2;CTS18.1	Q99418	protein-coding gene
HGNC:9504	CYTH3	cytohesin-3;ARNO3;GRP1	O43739	protein-coding gene
HGNC:9505	CYTH4	cytohesin-4;CYT4	Q9UIA0	protein-coding gene
HGNC:9506	CYTIP	B3-1;CYBR;CASP;CYTHIP;HE	O60759	protein-coding gene
HGNC:24435	CYTL1	C4orf4;C17	Q9NRR1	protein-coding gene
HGNC:16274	CYYR1	not-available	Q96J86	protein-coding gene
HGNC:26059	CZIB	FLJ20580	Q9NWV4	protein-coding gene
HGNC:28358	D2HGDH	D2HGD;FLJ42195;MGC25181	Q8N465	protein-coding gene
HGNC:18142	DAAM1	KIAA0666	Q9Y4D1	protein-coding gene
HGNC:18143	DAAM2	KIAA0381;NPHS24	Q86T65	protein-coding gene
HGNC:2661	DAB1	not-available	O75553	protein-coding gene
HGNC:2662	DAB2	DOC-2	P98082	protein-coding gene
HGNC:17294	DAB2IP	AIP1;DIP1/2;KIAA1743;AF9Q34	Q5VWQ8	protein-coding gene
HGNC:2663	DACH1	not-available	Q9UI36	protein-coding gene
HGNC:16814	DACH2	not-available	Q96NX9	protein-coding gene
HGNC:17748	DACT1	HDPR1;THYEX3;FRODO;DAPPER1;DAPPER	Q9NYF0	protein-coding gene
HGNC:21231	DACT2	DAPPER2;bA503C24.7	Q5SW24	protein-coding gene
HGNC:30745	DACT3	MGC15476;DAPPER3	Q96B18	protein-coding gene
HGNC:2664	DAD1	OST2	P61803	protein-coding gene
HGNC:2666	DAG1	AGRNR;156DAG;A3a;DAG	Q14118	protein-coding gene
HGNC:1165	DAGLA	DAGLALPHA;NSDDR;KIAA0659	Q9Y4D2	protein-coding gene
HGNC:28923	DAGLB	KCCR13L;DAGLBETA	Q8NCG7	protein-coding gene
HGNC:25536	DALRD3	FLJ10496	Q5D0E6	protein-coding gene
HGNC:28964	DANCR	AGU2;ANCR;lncRNA-ANCR	P0C864	non-coding RNA
HGNC:26780	DAND5	GREM3;FLJ38607;CKTSF1B3;Coco;DANTE;CER2;DTE	Q8N907	protein-coding gene
HGNC:2671	DAO	DAMOX;DAAO	P14920	protein-coding gene
HGNC:21191	DAOA	G72	P59103	protein-coding gene
HGNC:2672	DAP	DAP1	P51397	protein-coding gene
HGNC:2673	DAP3	MRPS29;DAP-3;bMRP-10;mS29;MGC126058;MGC126059;MRP-S29;DKFZp686G12159	P51398	protein-coding gene
HGNC:2674	DAPK1	DAPK	P53355	protein-coding gene
HGNC:2675	DAPK2	DRP-1;MGC119312	Q9UIK4	protein-coding gene
HGNC:2676	DAPK3	ZIPK;ZIP	O43293	protein-coding gene
HGNC:21490	DAPL1	not-available	A0PJW8	protein-coding gene
HGNC:16500	DAPP1	BAM32	Q9UN19	protein-coding gene
HGNC:2678	DARS1	not-available	P14868	protein-coding gene
HGNC:25538	DARS2	FLJ10514;mtAspRS	Q6PI48	protein-coding gene
HGNC:26383	DAW1	ODA16;FLJ25955;DNAAF18	Q8N136	protein-coding gene
HGNC:2681	DAXX	DAP6	Q9UER7	protein-coding gene
HGNC:2682	DAZ1	SPGY	Q9NQZ3	protein-coding gene
HGNC:15964	DAZ2	pDP1678;MGC126442	Q13117	protein-coding gene
HGNC:15965	DAZ3	not-available	Q9NR90	protein-coding gene
HGNC:15966	DAZ4	not-available	Q86SG3	protein-coding gene
HGNC:2683	DAZAP1	MGC19907	Q96EP5	protein-coding gene
HGNC:2684	DAZAP2	KIAA0058	Q15038	protein-coding gene
HGNC:2685	DAZL	MGC26406;DAZH;DAZL1;SPGYLA	Q92904	protein-coding gene
HGNC:17364	DBF4	chif;ASK;DBF4A;ZDBF1	Q9UBU7	protein-coding gene
HGNC:17883	DBF4B	ZDBF1B;DRF1;FLJ13087;ASKL1;chifb	Q8NFT6	protein-coding gene
HGNC:2689	DBH	DBM	P09172	protein-coding gene
HGNC:2690	DBI	ACBP;ACBD1	P07108	protein-coding gene
HGNC:2695	DBN1	not-available	Q16643	protein-coding gene
HGNC:28455	DBNDD1	FLJ12582;MGC3101	Q9H9R9	protein-coding gene
HGNC:15881	DBNDD2	HSMNP1	Q9BQY9	protein-coding gene
HGNC:2696	DBNL	SH3P7;HIP-55;ABP1	Q9UJU6	protein-coding gene
HGNC:2697	DBP	DABP	Q10586	protein-coding gene
HGNC:15594	DBR1	not-available	Q9UK59	protein-coding gene
HGNC:2698	DBT	BCOADC-E2;BCKAD-E2;BCKDH-E2	P11182	protein-coding gene
HGNC:33185	DBX1	not-available	A6NMT0	protein-coding gene
HGNC:33186	DBX2	FLJ16139	Q6ZNG2	protein-coding gene
HGNC:30911	DCAF1	KIAA0800;MGC102804	Q9Y4B6	protein-coding gene
HGNC:23686	DCAF10	MGC10765;FLJ23201	Q5QP82	protein-coding gene
HGNC:20258	DCAF11	PRO2389;GL014	Q8TEB1	protein-coding gene
HGNC:19911	DCAF12	TCC52;MGC1058;DKFZP434O125;CT102	Q5T6F0	protein-coding gene
HGNC:29395	DCAF12L1	KIAA1892L	Q5VU92	protein-coding gene
HGNC:32950	DCAF12L2	not-available	Q5VW00	protein-coding gene
HGNC:24535	DCAF13	Sof1;HSPC064;DKFZP564O0463;Gm83	Q9NV06	protein-coding gene
HGNC:25095	DCAF15	MGC99481	Q66K64	protein-coding gene
HGNC:25987	DCAF16	FLJ20280	Q9NXF7	protein-coding gene
HGNC:25784	DCAF17	FLJ13096	Q5H9S7	protein-coding gene
HGNC:20229	DCAF4	DKFZp434K114	Q8WV16	protein-coding gene
HGNC:27723	DCAF4L1	not-available	Q3SXM0	protein-coding gene
HGNC:26657	DCAF4L2	not-available	Q8NA75	protein-coding gene
HGNC:20224	DCAF5	D14S1461E;BCRP2;KIAA1824;BCRG2	Q96JK2	protein-coding gene
HGNC:30002	DCAF6	PC326	Q58WW2	protein-coding gene
HGNC:30915	DCAF7	SWAN-1;HAN11	P61962	protein-coding gene
HGNC:24891	DCAF8	FLJ35857;H326	Q5TAQ9	protein-coding gene
HGNC:31810	DCAF8L1	not-available	A6NGE4	protein-coding gene
HGNC:31811	DCAF8L2	not-available	P0C7V8	protein-coding gene
HGNC:26238	DCAKD	FLJ22955	Q8WVC6	protein-coding gene
HGNC:24459	DCANP1	DCNP1	Q8TF63	protein-coding gene
HGNC:21479	DCBLD1	dJ94G16.1;MGC46341	Q8N8Z6	protein-coding gene
HGNC:24627	DCBLD2	CLCP1;ESDN	Q96PD2	protein-coding gene
HGNC:2701	DCC	NTN1R1;IGDCC1	P43146	protein-coding gene
HGNC:14669	DCD	DSEP;PIF;AIDD;HCAP;DCD-1	P81605	protein-coding gene
HGNC:20625	DCDC1	FLJ46154	M0R2J8	protein-coding gene
HGNC:18141	DCDC2	DCDC2A;NPHP19;RU2;KIAA1154	Q9UHG0	protein-coding gene
HGNC:32576	DCDC2B	not-available	A2VCK2	protein-coding gene
HGNC:32696	DCDC2C	not-available	A8MYV0	protein-coding gene
HGNC:13681	DCHS1	FIB1;KIAA1773;FLJ11790;CDHR6	Q96JQ0	protein-coding gene
HGNC:23111	DCHS2	PCDHJ;CDHJ;FLJ20047;CDHR7	Q6V1P9	protein-coding gene
HGNC:2704	DCK	not-available	P27707	protein-coding gene
HGNC:2700	DCLK1	DCDC3A;DCLK;KIAA0369	O15075	protein-coding gene
HGNC:19002	DCLK2	MGC45428;DCDC3B;DCK2;DCDC3	Q8N568	protein-coding gene
HGNC:19005	DCLK3	KIAA1765;DCDC3C	Q9C098	protein-coding gene
HGNC:17660	DCLRE1A	hSNM1;KIAA0086;PSO2;SNM1	Q6PJP8	protein-coding gene
HGNC:17641	DCLRE1B	APOLLO;SNM1B;FLJ13998;FLJ12810	Q9H816	protein-coding gene
HGNC:17642	DCLRE1C	SNM1C;FLJ11360;ARTEMIS;A-SCID	Q96SD1	protein-coding gene
HGNC:2705	DCN	SLRR1B;DSPG2	P07585	protein-coding gene
HGNC:18714	DCP1A	SMIF;HSA275986;SMAD4IP1	Q9NPI6	protein-coding gene
HGNC:24451	DCP1B	FLJ31638	Q8IZD4	protein-coding gene
HGNC:24452	DCP2	NUDT20	Q8IU60	protein-coding gene
HGNC:29812	DCPS	HSPC015;HINT5;DCS-1;HSL1;HINT-5;DCS1	Q96C86	protein-coding gene
HGNC:26539	DCST1	FLJ32785	Q5T197	protein-coding gene
HGNC:26562	DCST2	FLJ32934	Q5T1A1	protein-coding gene
HGNC:18549	DCSTAMP	DC-STAMP;FIND	Q9H295	protein-coding gene
HGNC:2709	DCT	TRP-2;TRP2	P40126	protein-coding gene
HGNC:2710	DCTD	not-available	P32321	protein-coding gene
HGNC:2711	DCTN1	not-available	Q14203	protein-coding gene
HGNC:2712	DCTN2	DCTN-50;RBP50	Q13561	protein-coding gene
HGNC:2713	DCTN3	DCTN-22	O75935	protein-coding gene
HGNC:15518	DCTN4	p62;Dyn4	Q9UJW0	protein-coding gene
HGNC:24594	DCTN5	MGC3248;p25	Q9BTE1	protein-coding gene
HGNC:16964	DCTN6	p27;WS-3	O00399	protein-coding gene
HGNC:28777	DCTPP1	RS21C6;CDA03;MGC5627;XTP3TPA	Q9H773	protein-coding gene
HGNC:18184	DCUN1D1	SCCRO;SCRO;DCUN1L1;RP42;Tes3	Q96GG9	protein-coding gene
HGNC:20328	DCUN1D2	FLJ20092;FLJ10704	Q6PH85	protein-coding gene
HGNC:28734	DCUN1D3	FLJ41725;SCCRO3;DKFZp686O0290;MGC48972	Q8IWE4	protein-coding gene
HGNC:28998	DCUN1D4	KIAA0276	Q92564	protein-coding gene
HGNC:28409	DCUN1D5	FLJ32431;MGC2714	Q9BTE7	protein-coding gene
HGNC:2714	DCX	XLIS;DC;DBCN;SCLH;LISX	O43602	protein-coding gene
HGNC:18985	DCXR	KIDCR;SDR20C1;P34H;DCR;HCR2	Q7Z4W1	protein-coding gene
HGNC:28360	DDA1	MGC2594;PCIA1	Q9BW61	protein-coding gene
HGNC:2715	DDAH1	DDAH	O94760	protein-coding gene
HGNC:2716	DDAH2	DDAHII;G6A	O95865	protein-coding gene
HGNC:2717	DDB1	not-available	Q16531	protein-coding gene
HGNC:2718	DDB2	XPE;FLJ34321;UV-DDB2;DDBB	Q92466	protein-coding gene
HGNC:2719	DDC	AADC	P20711	protein-coding gene
HGNC:19714	DDHD1	iPLA1α;PAPLA1;KIAA1705;PA-PLA1;iPLA1alpha	Q8NEL9	protein-coding gene
HGNC:29106	DDHD2	iPLA1γ;KIAA0725;iPLA1gamma;SPG54;p125B	O94830	protein-coding gene
HGNC:18961	DDI1	FLJ36017	Q8WTU0	protein-coding gene
HGNC:24578	DDI2	MGC14844	Q5TDH0	protein-coding gene
HGNC:26351	DDIAS	FLJ25416;FLJ38838;noxin	Q8IXT1	protein-coding gene
HGNC:2726	DDIT3	CHOP;CHOP10;GADD153	P0DPQ6;P35638	protein-coding gene
HGNC:24944	DDIT4	Dig2;RTP801;FLJ20500;REDD1;REDD-1	Q9NX09	protein-coding gene
HGNC:30555	DDIT4L	REDD2;Rtp801L	Q96D03	protein-coding gene
HGNC:24458	DDN	KIAA0749	O94850	protein-coding gene
HGNC:2727	DDO	DASPO;DASOX	Q99489	protein-coding gene
HGNC:2728	DDOST	OST;KIAA0115;WBP1;OST48	P39656	protein-coding gene
HGNC:2730	DDR1	RTK6;CD167	Q08345	protein-coding gene
HGNC:2731	DDR2	TKT	Q16832	protein-coding gene
HGNC:16110	DDRGK1	UFBP1;dJ1187M17.3	Q96HY6	protein-coding gene
HGNC:2732	DDT	D-DT;DDCT;MIF2;MIF-2	P30046	protein-coding gene
HGNC:33446	DDTL	not-available	A6NHG4	protein-coding gene
HGNC:2734	DDX1	DBP-RB	Q92499	protein-coding gene
HGNC:2735	DDX10	HRH-J8;Dbp4	Q13206	protein-coding gene
HGNC:2736	DDX11	WABS;KRG-2;CHL1;ChlR1	Q96FC9	protein-coding gene
HGNC:37101	DDX11L8	not-available	A8MPP1	pseudogene
HGNC:2737	DDX12P	CHLR2	Q92771	pseudogene
HGNC:2740	DDX17	P72	Q92841	protein-coding gene
HGNC:2741	DDX18	MrDb;Has1	Q9NVP1	protein-coding gene
HGNC:25628	DDX19A	FLJ11126	Q9NUU7	protein-coding gene
HGNC:2742	DDX19B	DBP5	Q9UMR2	protein-coding gene
HGNC:2743	DDX20	GEMIN3;DP103	Q9UHI6	protein-coding gene
HGNC:2744	DDX21	Gu-alpha;GURDB;RH-II/GU	Q9NR30	protein-coding gene
HGNC:17347	DDX23	U5-100KD;Prp28;PRPF28;SNRNP100	Q9BUQ8	protein-coding gene
HGNC:13266	DDX24	not-available	Q9GZR7	protein-coding gene
HGNC:18698	DDX25	GRTH	Q9UHL0	protein-coding gene
HGNC:15837	DDX27	dJ686N3.1;DRS1	Q96GQ7	protein-coding gene
HGNC:17330	DDX28	MDDX28;FLJ11282	Q9NUL7	protein-coding gene
HGNC:16715	DDX31	PPP1R25;FLJ23349;FLJ14578;FLJ13633	Q9H8H2	protein-coding gene
HGNC:17821	DDX39A	BAT1L;DDXL;URH49	O00148	protein-coding gene
HGNC:13917	DDX39B	Uap56;D6S81E	Q13838	protein-coding gene
HGNC:2745	DDX3X	CAP-Rf;DDX14;DBX;HLP2	O00571	protein-coding gene
HGNC:2699	DDX3Y	not-available	O15523	protein-coding gene
HGNC:18700	DDX4	VASA	Q9NQI0	protein-coding gene
HGNC:18674	DDX41	ABS;MGC8828	Q9UJV9	protein-coding gene
HGNC:18676	DDX42	RNAHP;SF3B8;RHELP;SF3b125	Q86XP3	protein-coding gene
HGNC:18677	DDX43	DKFZp434H2114;CT13;HAGE	Q9NXZ2	protein-coding gene
HGNC:18681	DDX46	KIAA0801;Prp5;PRPF5;FLJ25329	Q7L014	protein-coding gene
HGNC:18682	DDX47	DKFZp564O176;RRP3;HQ0256;FLJ30012	Q9H0S4	protein-coding gene
HGNC:18684	DDX49	FLJ10432;Dbp8	Q9Y6V7	protein-coding gene
HGNC:2746	DDX5	p68	P17844	protein-coding gene
HGNC:17906	DDX50	MGC3199;GU2;RH-II/GuB;GUB	Q9BQ39	protein-coding gene
HGNC:20082	DDX51	not-available	Q8N8A6	protein-coding gene
HGNC:20038	DDX52	ROK1	Q9Y2R4	protein-coding gene
HGNC:20083	DDX53	CT26;CAGE	Q86TM3	protein-coding gene
HGNC:20084	DDX54	MGC2835;APR-5;DP97	Q8TDD1	protein-coding gene
HGNC:20085	DDX55	KIAA1595	Q8NHQ9	protein-coding gene
HGNC:18193	DDX56	NOH61	Q9NY93	protein-coding gene
HGNC:25360	DDX59	DKFZP564B1023;ZNHIT5	Q5T1V6	protein-coding gene
HGNC:2747	DDX6	RCK;Rck/p54	P26196	protein-coding gene
HGNC:25942	DDX60	FLJ20035	Q8IY21	protein-coding gene
HGNC:26429	DDX60L	FLJ31033	Q5H9U9	protein-coding gene
HGNC:14677	DEAF1	ZMYND5;SPN;NUDR	O75398	protein-coding gene
HGNC:2753	DECR1	SDR18C1	Q16698	protein-coding gene
HGNC:2754	DECR2	PDCR;SDR17C1	Q9NUI1	protein-coding gene
HGNC:2755	DEDD	FLDED1;DEDD1;CASP8IP1;KE05;DEFT	O75618	protein-coding gene
HGNC:24450	DEDD2	FLAME-3	Q8WXF8	protein-coding gene
HGNC:2760	DEF6	SLAT;IBP;SWAP70L	Q9H4E7	protein-coding gene
HGNC:25969	DEF8	FLJ20186	Q6ZN54	protein-coding gene
HGNC:2761	DEFA1	HNP-1	P59665	protein-coding gene
HGNC:33596	DEFA1B	not-available	P59665	protein-coding gene
HGNC:2762	DEFA3	HNP-3	P59666	protein-coding gene
HGNC:2763	DEFA4	HP-4	P12838	protein-coding gene
HGNC:2764	DEFA5	HD-5	Q01523	protein-coding gene
HGNC:2765	DEFA6	DEF6;HD-6	Q01524	protein-coding gene
HGNC:2766	DEFB1	MGC51822;BD1;HBD1;DEFB-1;DEFB101;HBD-1	P60022	protein-coding gene
HGNC:15967	DEFB103A	HBD3;HBP-3;DEFB-3;HBD-3;HBP3	P81534	protein-coding gene
HGNC:31702	DEFB103B	not-available	P81534	protein-coding gene
HGNC:18115	DEFB104A	DEFB4;DEFB-4	Q8WTQ1	protein-coding gene
