score_col	pfes_value	p_case	p_control	presence_based
PFES	-20.773314	0.0	0.999982	False
PFES	-20.76858	0.0	0.999982	False
PFES	-20.763847	0.0	0.999982	False
PFES	-20.759113	0.0	0.999982	False
PFES	-20.75438	0.0	0.999982	False
PFES	-20.749646	0.0	0.999982	False
PFES	-20.744913	0.0	0.999982	False
PFES	-20.740179	0.0	0.999981	False
PFES	-20.735446	0.0	0.999981	False
PFES	-20.730712	0.0	0.999981	False
PFES	-20.725979	0.0	0.999981	False
PFES	-20.721245	0.0	0.999981	False
PFES	-20.716512	0.0	0.999981	False
PFES	-20.711778	0.0	0.999981	False
PFES	-20.707045	0.0	0.999981	False
PFES	-20.702311	0.0	0.999981	False
PFES	-20.697578	0.0	0.999981	False
PFES	-20.692845	0.0	0.999981	False
PFES	-20.688111	0.0	0.999981	False
PFES	-20.683378	0.0	0.999981	False
PFES	-20.678644	0.0	0.999981	False
PFES	-20.673911	0.0	0.999981	False
PFES	-20.669177	0.0	0.999981	False
PFES	-20.664444	0.0	0.999981	False
PFES	-20.65971	0.0	0.999981	False
PFES	-20.654977	0.0	0.99998	False
PFES	-20.650243	0.0	0.99998	False
PFES	-20.64551	0.0	0.99998	False
PFES	-20.640776	0.0	0.99998	False
PFES	-20.636043	0.0	0.99998	False
PFES	-20.631309	0.0	0.99998	False
PFES	-20.626576	0.0	0.99998	False
PFES	-20.621842	0.0	0.99998	False
PFES	-20.617109	0.0	0.99998	False
PFES	-20.612375	0.0	0.99998	False
PFES	-20.607642	0.0	0.99998	False
PFES	-20.602909	0.0	0.99998	False
PFES	-20.598175	0.0	0.99998	False
PFES	-20.593442	0.0	0.99998	False
PFES	-20.588708	0.0	0.99998	False
PFES	-20.583975	0.0	0.99998	False
PFES	-20.579241	0.0	0.99998	False
PFES	-20.574508	0.0	0.99998	False
PFES	-20.569774	0.0	0.99998	False
PFES	-20.565041	0.0	0.99998	False
PFES	-20.560307	0.0	0.999979	False
PFES	-20.555574	0.0	0.999979	False
PFES	-20.55084	0.0	0.999979	False
PFES	-20.546107	0.0	0.999979	False
PFES	-20.541373	0.0	0.999979	False
PFES	-20.53664	0.0	0.999979	False
PFES	-20.531906	0.0	0.999979	False
PFES	-20.527173	0.0	0.999979	False
PFES	-20.522439	0.0	0.999979	False
PFES	-20.517706	0.0	0.999979	False
PFES	-20.512973	0.0	0.999979	False
PFES	-20.508239	0.0	0.999979	False
PFES	-20.503506	0.0	0.999979	False
PFES	-20.498772	0.0	0.999979	False
PFES	-20.494039	0.0	0.999979	False
PFES	-20.489305	0.0	0.999979	False
PFES	-20.484572	0.0	0.999979	False
PFES	-20.479838	0.0	0.999979	False
PFES	-20.475105	0.0	0.999979	False
PFES	-20.470371	0.0	0.999979	False
PFES	-20.465638	0.0	0.999979	False
PFES	-20.460904	0.0	0.999979	False
PFES	-20.456171	0.0	0.999979	False
PFES	-20.451437	0.0	0.999979	False
PFES	-20.446704	0.0	0.999979	False
PFES	-20.44197	0.0	0.999979	False
PFES	-20.437237	0.0	0.999979	False
PFES	-20.432504	0.0	0.999978	False
PFES	-20.42777	0.0	0.999978	False
PFES	-20.423037	0.0	0.999978	False
PFES	-20.418303	0.0	0.999978	False
PFES	-20.41357	0.0	0.999978	False
PFES	-20.408836	0.0	0.999978	False
PFES	-20.404103	0.0	0.999978	False
PFES	-20.399369	0.0	0.999978	False
PFES	-20.394636	0.0	0.999978	False
PFES	-20.389902	0.0	0.999978	False
PFES	-20.385169	0.0	0.999978	False
PFES	-20.380435	0.0	0.999978	False
PFES	-20.375702	0.0	0.999978	False
PFES	-20.370968	0.0	0.999978	False
PFES	-20.366235	0.0	0.999978	False
PFES	-20.361501	0.0	0.999978	False
PFES	-20.356768	0.0	0.999978	False
PFES	-20.352034	0.0	0.999978	False
PFES	-20.347301	0.0	0.999978	False
PFES	-20.342568	0.0	0.999978	False
PFES	-20.337834	0.0	0.999978	False
PFES	-20.333101	0.0	0.999978	False
PFES	-20.328367	0.0	0.999978	False
PFES	-20.323634	0.0	0.999978	False
PFES	-20.3189	0.0	0.999978	False
PFES	-20.314167	0.0	0.999978	False
PFES	-20.309433	0.0	0.999978	False
PFES	-20.3047	0.0	0.999978	False
PFES	-20.299966	0.0	0.999978	False
PFES	-20.295233	0.0	0.999978	False
PFES	-20.290499	0.0	0.999978	False
PFES	-20.285766	0.0	0.999978	False
PFES	-20.281032	0.0	0.999978	False
PFES	-20.276299	0.0	0.999978	False
PFES	-20.271565	0.0	0.999978	False
PFES	-20.266832	0.0	0.999978	False
PFES	-20.262099	0.0	0.999978	False
PFES	-20.257365	0.0	0.999978	False
PFES	-20.252632	0.0	0.999978	False
PFES	-20.247898	0.0	0.999978	False
PFES	-20.243165	0.0	0.999978	False
PFES	-20.238431	0.0	0.999978	False
PFES	-20.233698	0.0	0.999977	False
PFES	-20.228964	0.0	0.999977	False
PFES	-20.224231	0.0	0.999977	False
PFES	-20.219497	0.0	0.999977	False
PFES	-20.214764	0.0	0.999977	False
PFES	-20.21003	0.0	0.999977	False
PFES	-20.205297	0.0	0.999977	False
PFES	-20.200563	0.0	0.999977	False
PFES	-20.19583	0.0	0.999977	False
PFES	-20.191096	0.0	0.999977	False
PFES	-20.186363	0.0	0.999977	False
PFES	-20.181629	0.0	0.999977	False
PFES	-20.176896	0.0	0.999977	False
PFES	-20.172163	0.0	0.999977	False
PFES	-20.167429	0.0	0.999977	False
PFES	-20.162696	0.0	0.999977	False
PFES	-20.157962	0.0	0.999977	False
PFES	-20.153229	0.0	0.999977	False
PFES	-20.148495	0.0	0.999977	False
PFES	-20.143762	0.0	0.999977	False
PFES	-20.139028	0.0	0.999977	False
PFES	-20.134295	0.0	0.999977	False
PFES	-20.129561	0.0	0.999977	False
PFES	-20.124828	0.0	0.999977	False
PFES	-20.120094	0.0	0.999977	False
PFES	-20.115361	0.0	0.999977	False
PFES	-20.110627	0.0	0.999977	False
PFES	-20.105894	0.0	0.999977	False
PFES	-20.10116	0.0	0.999977	False
PFES	-20.096427	0.0	0.999977	False
PFES	-20.091693	0.0	0.999977	False
PFES	-20.08696	0.0	0.999977	False
PFES	-20.082227	0.0	0.999977	False
PFES	-20.077493	0.0	0.999977	False
PFES	-20.07276	0.0	0.999977	False
PFES	-20.068026	0.0	0.999977	False
PFES	-20.063293	0.0	0.999977	False
PFES	-20.058559	0.0	0.999977	False
PFES	-20.053826	0.0	0.999977	False
PFES	-20.049092	0.0	0.999977	False
PFES	-20.044359	0.0	0.999977	False
PFES	-20.039625	0.0	0.999977	False
PFES	-20.034892	0.0	0.999977	False
PFES	-20.030158	0.0	0.999977	False
PFES	-20.025425	0.0	0.999977	False
PFES	-20.020691	0.0	0.999977	False
PFES	-20.015958	0.0	0.999977	False
PFES	-20.011224	0.0	0.999977	False
PFES	-20.006491	0.0	0.999977	False
PFES	-20.001758	0.0	0.999977	False
PFES	-19.997024	0.0	0.999977	False
PFES	-19.992291	0.0	0.999977	False
PFES	-19.987557	0.0	0.999977	False
PFES	-19.982824	0.0	0.999977	False
PFES	-19.97809	0.0	0.999977	False
PFES	-19.973357	0.0	0.999977	False
PFES	-19.968623	0.0	0.999977	False
PFES	-19.96389	0.0	0.999977	False
PFES	-19.959156	0.0	0.999977	False
PFES	-19.954423	0.0	0.999977	False
PFES	-19.949689	0.0	0.999977	False
PFES	-19.944956	0.0	0.999977	False
PFES	-19.940222	0.0	0.999977	False
PFES	-19.935489	0.0	0.999977	False
PFES	-19.930755	0.0	0.999977	False
PFES	-19.926022	0.0	0.999977	False
PFES	-19.921288	0.0	0.999977	False
PFES	-19.916555	0.0	0.999977	False
PFES	-19.911822	0.0	0.999977	False
PFES	-19.907088	0.0	0.999977	False
PFES	-19.902355	0.0	0.999977	False
PFES	-19.897621	0.0	0.999977	False
PFES	-19.892888	0.0	0.999977	False
PFES	-19.888154	0.0	0.999977	False
PFES	-19.883421	0.0	0.999977	False
PFES	-19.878687	0.0	0.999977	False
PFES	-19.873954	0.0	0.999977	False
PFES	-19.86922	0.0	0.999977	False
PFES	-19.864487	0.0	0.999977	False
PFES	-19.859753	0.0	0.999977	False
PFES	-19.85502	0.0	0.999976	False
PFES	-19.850286	0.0	0.999976	False
PFES	-19.845553	0.0	0.999976	False
PFES	-19.840819	0.0	0.999976	False
PFES	-19.836086	0.0	0.999976	False
PFES	-19.831353	0.0	0.999976	False
PFES	-19.826619	0.0	0.999976	False
PFES	-19.821886	0.0	0.999976	False
PFES	-19.817152	0.0	0.999976	False
PFES	-19.812419	0.0	0.999976	False
PFES	-19.807685	0.0	0.999976	False
PFES	-19.802952	0.0	0.999976	False
PFES	-19.798218	0.0	0.999976	False
PFES	-19.793485	0.0	0.999976	False
PFES	-19.788751	0.0	0.999976	False
PFES	-19.784018	0.0	0.999976	False
PFES	-19.779284	0.0	0.999976	False
PFES	-19.774551	0.0	0.999976	False
PFES	-19.769817	0.0	0.999976	False
PFES	-19.765084	0.0	0.999976	False
PFES	-19.76035	0.0	0.999976	False
PFES	-19.755617	0.0	0.999976	False
PFES	-19.750883	0.0	0.999976	False
PFES	-19.74615	0.0	0.999976	False
PFES	-19.741417	0.0	0.999976	False
PFES	-19.736683	0.0	0.999976	False
PFES	-19.73195	0.0	0.999976	False
PFES	-19.727216	0.0	0.999976	False
PFES	-19.722483	0.0	0.999976	False
PFES	-19.717749	0.0	0.999976	False
PFES	-19.713016	0.0	0.999976	False
PFES	-19.708282	0.0	0.999976	False
PFES	-19.703549	0.0	0.999976	False
PFES	-19.698815	0.0	0.999976	False
PFES	-19.694082	0.0	0.999976	False
PFES	-19.689348	0.0	0.999976	False
PFES	-19.684615	0.0	0.999976	False
PFES	-19.679881	0.0	0.999976	False
PFES	-19.675148	0.0	0.999976	False
PFES	-19.670414	0.0	0.999976	False
PFES	-19.665681	0.0	0.999976	False
PFES	-19.660947	0.0	0.999976	False
PFES	-19.656214	0.0	0.999976	False
PFES	-19.651481	0.0	0.999976	False
PFES	-19.646747	0.0	0.999976	False
PFES	-19.642014	0.0	0.999976	False
PFES	-19.63728	0.0	0.999976	False
PFES	-19.632547	0.0	0.999976	False
PFES	-19.627813	0.0	0.999976	False
PFES	-19.62308	0.0	0.999976	False
PFES	-19.618346	0.0	0.999976	False
PFES	-19.613613	0.0	0.999976	False
PFES	-19.608879	0.0	0.999976	False
PFES	-19.604146	0.0	0.999976	False
PFES	-19.599412	0.0	0.999976	False
PFES	-19.594679	0.0	0.999976	False
PFES	-19.589945	0.0	0.999976	False
PFES	-19.585212	0.0	0.999976	False
PFES	-19.580478	0.0	0.999976	False
PFES	-19.575745	0.0	0.999976	False
PFES	-19.571012	0.0	0.999976	False
PFES	-19.566278	0.0	0.999976	False
PFES	-19.561545	0.0	0.999976	False
PFES	-19.556811	0.0	0.999976	False
PFES	-19.552078	0.0	0.999975	False
PFES	-19.547344	0.0	0.999975	False
PFES	-19.542611	0.0	0.999975	False
PFES	-19.537877	0.0	0.999975	False
PFES	-19.533144	0.0	0.999975	False
PFES	-19.52841	0.0	0.999975	False
PFES	-19.523677	0.0	0.999975	False
PFES	-19.518943	0.0	0.999975	False
PFES	-19.51421	0.0	0.999975	False
PFES	-19.509476	0.0	0.999975	False
PFES	-19.504743	0.0	0.999975	False
PFES	-19.500009	0.0	0.999975	False
PFES	-19.495276	0.0	0.999975	False
PFES	-19.490542	0.0	0.999975	False
PFES	-19.485809	0.0	0.999975	False
PFES	-19.481076	0.0	0.999975	False
PFES	-19.476342	0.0	0.999975	False
PFES	-19.471609	0.0	0.999975	False
PFES	-19.466875	0.0	0.999975	False
PFES	-19.462142	0.0	0.999975	False
PFES	-19.457408	0.0	0.999975	False
PFES	-19.452675	0.0	0.999975	False
PFES	-19.447941	0.0	0.999975	False
PFES	-19.443208	0.0	0.999975	False
PFES	-19.438474	0.0	0.999975	False
PFES	-19.433741	0.0	0.999975	False
PFES	-19.429007	0.0	0.999975	False
PFES	-19.424274	0.0	0.999975	False
PFES	-19.41954	0.0	0.999975	False
PFES	-19.414807	0.0	0.999975	False
PFES	-19.410073	0.0	0.999975	False
PFES	-19.40534	0.0	0.999975	False
PFES	-19.400607	0.0	0.999975	False
PFES	-19.395873	0.0	0.999975	False
PFES	-19.39114	0.0	0.999975	False
PFES	-19.386406	0.0	0.999975	False
PFES	-19.381673	0.0	0.999975	False
PFES	-19.376939	0.0	0.999975	False
PFES	-19.372206	0.0	0.999974	False
PFES	-19.367472	0.0	0.999974	False
PFES	-19.362739	0.0	0.999974	False
PFES	-19.358005	0.0	0.999974	False
PFES	-19.353272	0.0	0.999974	False
PFES	-19.348538	0.0	0.999974	False
PFES	-19.343805	0.0	0.999974	False
PFES	-19.339071	0.0	0.999974	False
PFES	-19.334338	0.0	0.999974	False
PFES	-19.329604	0.0	0.999974	False
PFES	-19.324871	0.0	0.999974	False
PFES	-19.320137	0.0	0.999974	False
PFES	-19.315404	0.0	0.999974	False
PFES	-19.310671	0.0	0.999974	False
PFES	-19.305937	0.0	0.999974	False
PFES	-19.301204	0.0	0.999974	False
PFES	-19.29647	0.0	0.999974	False
PFES	-19.291737	0.0	0.999974	False
PFES	-19.287003	0.0	0.999974	False
PFES	-19.28227	0.0	0.999974	False
PFES	-19.277536	0.0	0.999974	False
PFES	-19.272803	0.0	0.999974	False
PFES	-19.268069	0.0	0.999974	False
PFES	-19.263336	0.0	0.999974	False
PFES	-19.258602	0.0	0.999974	False
PFES	-19.253869	0.0	0.999974	False
PFES	-19.249135	0.0	0.999974	False
PFES	-19.244402	0.0	0.999973	False
PFES	-19.239668	0.0	0.999973	False
PFES	-19.234935	0.0	0.999973	False
PFES	-19.230201	0.0	0.999973	False
PFES	-19.225468	0.0	0.999973	False
PFES	-19.220735	0.0	0.999973	False
PFES	-19.216001	0.0	0.999973	False
PFES	-19.211268	0.0	0.999973	False
PFES	-19.206534	0.0	0.999973	False
PFES	-19.201801	0.0	0.999973	False
PFES	-19.197067	0.0	0.999973	False
PFES	-19.192334	0.0	0.999973	False
PFES	-19.1876	0.0	0.999973	False
PFES	-19.182867	0.0	0.999973	False
PFES	-19.178133	0.0	0.999973	False
PFES	-19.1734	0.0	0.999973	False
PFES	-19.168666	0.0	0.999973	False
PFES	-19.163933	0.0	0.999973	False
PFES	-19.159199	0.0	0.999973	False
PFES	-19.154466	0.0	0.999973	False
PFES	-19.149732	0.0	0.999973	False
PFES	-19.144999	0.0	0.999973	False
PFES	-19.140266	0.0	0.999972	False
PFES	-19.135532	0.0	0.999972	False
PFES	-19.130799	0.0	0.999972	False
PFES	-19.126065	0.0	0.999972	False
PFES	-19.121332	0.0	0.999972	False
PFES	-19.116598	0.0	0.999972	False
PFES	-19.111865	0.0	0.999972	False
PFES	-19.107131	0.0	0.999972	False
PFES	-19.102398	0.0	0.999972	False
PFES	-19.097664	0.0	0.999972	False
PFES	-19.092931	0.0	0.999972	False
PFES	-19.088197	0.0	0.999972	False
PFES	-19.083464	0.0	0.999972	False
PFES	-19.07873	0.0	0.999972	False
PFES	-19.073997	0.0	0.999972	False
PFES	-19.069263	0.0	0.999972	False
PFES	-19.06453	0.0	0.999972	False
PFES	-19.059796	0.0	0.999972	False
PFES	-19.055063	0.0	0.999971	False
PFES	-19.05033	0.0	0.999971	False
PFES	-19.045596	0.0	0.999971	False
PFES	-19.040863	0.0	0.999971	False
PFES	-19.036129	0.0	0.999971	False
PFES	-19.031396	0.0	0.999971	False
PFES	-19.026662	0.0	0.999971	False
PFES	-19.021929	0.0	0.999971	False
PFES	-19.017195	0.0	0.999971	False
PFES	-19.012462	0.0	0.999971	False
PFES	-19.007728	0.0	0.999971	False
PFES	-19.002995	0.0	0.999971	False
PFES	-18.998261	0.0	0.999971	False
PFES	-18.993528	0.0	0.999971	False
PFES	-18.988794	0.0	0.999971	False
PFES	-18.984061	0.0	0.999971	False
PFES	-18.979327	0.0	0.99997	False
PFES	-18.974594	0.0	0.99997	False
PFES	-18.969861	0.0	0.99997	False
PFES	-18.965127	0.0	0.99997	False
PFES	-18.960394	0.0	0.99997	False
PFES	-18.95566	0.0	0.99997	False
PFES	-18.950927	0.0	0.99997	False
PFES	-18.946193	0.0	0.99997	False
PFES	-18.94146	0.0	0.99997	False
PFES	-18.936726	0.0	0.99997	False
PFES	-18.931993	0.0	0.99997	False
PFES	-18.927259	0.0	0.99997	False
PFES	-18.922526	0.0	0.99997	False
PFES	-18.917792	0.0	0.999969	False
PFES	-18.913059	0.0	0.999969	False
PFES	-18.908325	0.0	0.999969	False
PFES	-18.903592	0.0	0.999969	False
PFES	-18.898858	0.0	0.999969	False
PFES	-18.894125	0.0	0.999969	False
PFES	-18.889391	0.0	0.999969	False
PFES	-18.884658	0.0	0.999969	False
PFES	-18.879925	0.0	0.999969	False
PFES	-18.875191	0.0	0.999969	False
PFES	-18.870458	0.0	0.999969	False
PFES	-18.865724	0.0	0.999969	False
PFES	-18.860991	0.0	0.999968	False
PFES	-18.856257	0.0	0.999968	False
PFES	-18.851524	0.0	0.999968	False
PFES	-18.84679	0.0	0.999968	False
PFES	-18.842057	0.0	0.999968	False
PFES	-18.837323	0.0	0.999968	False
PFES	-18.83259	0.0	0.999968	False
PFES	-18.827856	0.0	0.999968	False
PFES	-18.823123	0.0	0.999968	False
PFES	-18.818389	0.0	0.999968	False
PFES	-18.813656	0.0	0.999968	False
PFES	-18.808922	0.0	0.999967	False
PFES	-18.804189	0.0	0.999967	False
PFES	-18.799455	0.0	0.999967	False
PFES	-18.794722	0.0	0.999967	False
PFES	-18.789989	0.0	0.999967	False
PFES	-18.785255	0.0	0.999967	False
PFES	-18.780522	0.0	0.999967	False
PFES	-18.775788	0.0	0.999967	False
PFES	-18.771055	0.0	0.999967	False
PFES	-18.766321	0.0	0.999967	False
PFES	-18.761588	0.0	0.999966	False
PFES	-18.756854	0.0	0.999966	False
PFES	-18.752121	0.0	0.999966	False
PFES	-18.747387	0.0	0.999966	False
PFES	-18.742654	0.0	0.999966	False
PFES	-18.73792	0.0	0.999966	False
PFES	-18.733187	0.0	0.999966	False
PFES	-18.728453	0.0	0.999966	False
PFES	-18.72372	0.0	0.999966	False
PFES	-18.718986	0.0	0.999965	False
PFES	-18.714253	0.0	0.999965	False
PFES	-18.70952	0.0	0.999965	False
PFES	-18.704786	0.0	0.999965	False
PFES	-18.700053	0.0	0.999965	False
PFES	-18.695319	0.0	0.999965	False
PFES	-18.690586	0.0	0.999965	False
PFES	-18.685852	0.0	0.999965	False
PFES	-18.681119	0.0	0.999965	False
PFES	-18.676385	0.0	0.999964	False
PFES	-18.671652	0.0	0.999964	False
PFES	-18.666918	0.0	0.999964	False
PFES	-18.662185	0.0	0.999964	False
PFES	-18.657451	0.0	0.999964	False
PFES	-18.652718	0.0	0.999964	False
PFES	-18.647984	0.0	0.999964	False
PFES	-18.643251	0.0	0.999964	False
PFES	-18.638517	0.0	0.999963	False
PFES	-18.633784	0.0	0.999963	False
PFES	-18.62905	0.0	0.999963	False
PFES	-18.624317	0.0	0.999963	False
PFES	-18.619584	0.0	0.999963	False
PFES	-18.61485	0.0	0.999963	False
PFES	-18.610117	0.0	0.999963	False
PFES	-18.605383	0.0	0.999962	False
PFES	-18.60065	0.0	0.999962	False
PFES	-18.595916	0.0	0.999962	False
PFES	-18.591183	0.0	0.999962	False
PFES	-18.586449	0.0	0.999962	False
PFES	-18.581716	0.0	0.999962	False
PFES	-18.576982	0.0	0.999962	False
PFES	-18.572249	0.0	0.999961	False
PFES	-18.567515	0.0	0.999961	False
PFES	-18.562782	0.0	0.999961	False
PFES	-18.558048	0.0	0.999961	False
PFES	-18.553315	0.0	0.999961	False
PFES	-18.548581	0.0	0.999961	False
PFES	-18.543848	0.0	0.999961	False
PFES	-18.539114	0.0	0.99996	False
PFES	-18.534381	0.0	0.99996	False
PFES	-18.529648	0.0	0.99996	False
PFES	-18.524914	0.0	0.99996	False
PFES	-18.520181	0.0	0.99996	False
PFES	-18.515447	0.0	0.99996	False
PFES	-18.510714	0.0	0.999959	False
PFES	-18.50598	0.0	0.999959	False
PFES	-18.501247	0.0	0.999959	False
PFES	-18.496513	0.0	0.999959	False
PFES	-18.49178	0.0	0.999959	False
PFES	-18.487046	0.0	0.999959	False
PFES	-18.482313	0.0	0.999958	False
PFES	-18.477579	0.0	0.999958	False
PFES	-18.472846	0.0	0.999958	False
PFES	-18.468112	0.0	0.999958	False
PFES	-18.463379	0.0	0.999958	False
PFES	-18.458645	0.0	0.999958	False
PFES	-18.453912	0.0	0.999957	False
PFES	-18.449179	0.0	0.999957	False
PFES	-18.444445	0.0	0.999957	False
PFES	-18.439712	0.0	0.999957	False
PFES	-18.434978	0.0	0.999957	False
PFES	-18.430245	0.0	0.999957	False
PFES	-18.425511	0.0	0.999956	False
PFES	-18.420778	0.0	0.999956	False
PFES	-18.416044	0.0	0.999956	False
PFES	-18.411311	0.0	0.999956	False
PFES	-18.406577	0.0	0.999956	False
PFES	-18.401844	0.0	0.999955	False
PFES	-18.39711	0.0	0.999955	False
PFES	-18.392377	0.0	0.999955	False
PFES	-18.387643	0.0	0.999955	False
PFES	-18.38291	0.0	0.999955	False
PFES	-18.378176	0.0	0.999954	False
PFES	-18.373443	0.0	0.999954	False
PFES	-18.368709	0.0	0.999954	False
PFES	-18.363976	0.0	0.999954	False
PFES	-18.359243	0.0	0.999954	False
PFES	-18.354509	0.0	0.999953	False
PFES	-18.349776	0.0	0.999953	False
PFES	-18.345042	0.0	0.999953	False
PFES	-18.340309	0.0	0.999953	False
PFES	-18.335575	0.0	0.999953	False
PFES	-18.330842	0.0	0.999952	False
PFES	-18.326108	0.0	0.999952	False
PFES	-18.321375	0.0	0.999952	False
PFES	-18.316641	0.0	0.999952	False
PFES	-18.311908	0.0	0.999952	False
PFES	-18.307174	0.0	0.999951	False
PFES	-18.302441	0.0	0.999951	False
PFES	-18.297707	0.0	0.999951	False
PFES	-18.292974	0.0	0.999951	False
PFES	-18.28824	0.0	0.999951	False
PFES	-18.283507	0.0	0.99995	False
PFES	-18.278774	0.0	0.99995	False
PFES	-18.27404	0.0	0.99995	False
PFES	-18.269307	0.0	0.99995	False
PFES	-18.264573	0.0	0.999949	False
PFES	-18.25984	0.0	0.999949	False
PFES	-18.255106	0.0	0.999949	False
PFES	-18.250373	0.0	0.999949	False
PFES	-18.245639	0.0	0.999948	False
PFES	-18.240906	0.0	0.999948	False
PFES	-18.236172	0.0	0.999948	False
PFES	-18.231439	0.0	0.999948	False
PFES	-18.226705	0.0	0.999948	False
PFES	-18.221972	0.0	0.999947	False
PFES	-18.217238	0.0	0.999947	False
PFES	-18.212505	0.0	0.999947	False
PFES	-18.207771	0.0	0.999947	False
PFES	-18.203038	0.0	0.999946	False
PFES	-18.198304	0.0	0.999946	False
PFES	-18.193571	0.0	0.999946	False
PFES	-18.188838	0.0	0.999946	False
PFES	-18.184104	0.0	0.999945	False
PFES	-18.179371	0.0	0.999945	False
PFES	-18.174637	0.0	0.999945	False
PFES	-18.169904	0.0	0.999945	False
PFES	-18.16517	0.0	0.999944	False
PFES	-18.160437	0.0	0.999944	False
PFES	-18.155703	0.0	0.999944	False
PFES	-18.15097	0.0	0.999944	False
PFES	-18.146236	0.0	0.999943	False
PFES	-18.141503	0.0	0.999943	False
PFES	-18.136769	0.0	0.999943	False
PFES	-18.132036	0.0	0.999943	False
PFES	-18.127302	0.0	0.999942	False
PFES	-18.122569	0.0	0.999942	False
PFES	-18.117835	0.0	0.999942	False
PFES	-18.113102	0.0	0.999942	False
PFES	-18.108368	0.0	0.999941	False
PFES	-18.103635	0.0	0.999941	False
PFES	-18.098902	0.0	0.999941	False
PFES	-18.094168	0.0	0.999941	False
PFES	-18.089435	0.0	0.99994	False
PFES	-18.084701	0.0	0.99994	False
PFES	-18.079968	0.0	0.99994	False
PFES	-18.075234	0.0	0.99994	False
PFES	-18.070501	0.0	0.999939	False
PFES	-18.065767	0.0	0.999939	False
PFES	-18.061034	0.0	0.999939	False
PFES	-18.0563	0.0	0.999939	False
PFES	-18.051567	0.0	0.999938	False
PFES	-18.046833	0.0	0.999938	False
PFES	-18.0421	0.0	0.999938	False
PFES	-18.037366	0.0	0.999938	False
PFES	-18.032633	0.0	0.999937	False
PFES	-18.027899	0.0	0.999937	False
PFES	-18.023166	0.0	0.999937	False
PFES	-18.018433	0.0	0.999937	False
PFES	-18.013699	0.0	0.999936	False
PFES	-18.008966	0.0	0.999936	False
